"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"G3","GLO","G36804","GLO6804","6804","YYZ","CYYZ","1","2023-06-06 23:05","GRU","SBGR",309,595
"WS","WJA","WS9999","WJA9999","9999","YYZ","CYYZ",NA,"2023-06-07 03:30","YOW","CYOW",60,60
"VS","VIR","VS3535","VIR3535","3535","YYZ","CYYZ","3","2023-06-07 06:00","MSP","KMSP",NA,146
"VS","VIR","VS5076","VIR5076","5076","YYZ","CYYZ","3","2023-06-07 06:00","JFK","KJFK",NA,122
"OH","JIA","OH5188","JIA5188","5188","YYZ","CYYZ","3","2023-06-07 06:00","CLT","KCLT",NA,126
"BA","BAW","BA5760","BAW5760","5760","YYZ","CYYZ","3","2023-06-07 06:04","MIA","KMIA",NA,213
"AC","ACA","AC1572","ACA1572","1572","YYZ","CYYZ","1","2023-06-07 06:05","YYT","CYYT",NA,177
"AC","ACA","AC181","ACA181","181","YYZ","CYYZ","1","2023-06-07 06:05","YVR","CYVR",NA,311
"AC","ACA","AC4276","ACA4276","4276","YYZ","CYYZ","1","2023-06-07 06:10","IAH","KIAH",NA,204
"WG","SWG","WG750","SWG750","750","YYZ","CYYZ","3","2023-06-07 06:15","CUN","MMUN",NA,240
"WG","SWG","WG732","SWG732","732","YYZ","CYYZ","3","2023-06-07 06:15","MBJ","MKJS",NA,240
"YX","RPA","YX3607","RPA3607","3607","YYZ","CYYZ","1","2023-06-07 06:15","EWR","KEWR",NA,103
"AC","ACA","AC480","ACA480","480","YYZ","CYYZ","1","2023-06-07 06:20","YUL","CYUL",NA,77
"WG","SWG","WG4063","SWG4063","4063","YYZ","CYYZ","3","2023-06-07 06:20","PUJ","MDPC",NA,260
"AC","ACA","AC600","ACA600","600","YYZ","CYYZ","1","2023-06-07 06:20","YHZ","CYHZ",NA,125
"DL","DAL","DL4966","DAL4966","4966","YYZ","CYYZ","3","2023-06-07 06:15","DTW","KDTW",NA,97
"DL","DAL","DL1212","DAL1212","1212","YYZ","CYYZ","3","2023-06-07 06:15","ATL","KATL",NA,139
"RV","ROU","RV1670","ROU1670","1670","YYZ","CYYZ","1","2023-06-07 06:30","MCO","KMCO",NA,165
"F8","FLE","F8643","FLE643","643","YYZ","CYYZ","3","2023-06-07 06:30","YWG","CYWG",NA,160
