"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AC","ACA","AC810","ACA810",810,"YYZ","CYYZ","1","2023-06-08 22:55","LIS","LPPT",316,435
"OH","JIA","OH5188","JIA5188",5188,"YYZ","CYYZ","3","2023-06-09 06:00","CLT","KCLT",NA,126
"9E","EDV","9E4990","EDV4990",4990,"YYZ","CYYZ","3","2023-06-09 06:00","JFK","KJFK",NA,122
"OO","SKW","OO3881","SKW3881",3881,"YYZ","CYYZ","3","2023-06-09 06:00","MSP","KMSP",NA,146
"BA","BAW","BA5760","BAW5760",5760,"YYZ","CYYZ","3","2023-06-09 06:04","MIA","KMIA",NA,213
"AC","ACA","AC698","ACA698",698,"YYZ","CYYZ","1","2023-06-09 06:05","YYT","CYYT",NA,177
"AC","ACA","AC181","ACA181",181,"YYZ","CYYZ","1","2023-06-09 06:05","YVR","CYVR",NA,311
"NZ","ANZ","NZ9987","ANZ9987",9987,"YYZ","CYYZ","1","2023-06-09 06:10","IAH","KIAH",NA,204
"YX","RPA","YX3607","RPA3607",3607,"YYZ","CYYZ","1","2023-06-09 06:15","EWR","KEWR",NA,103
"WG","SWG","WG271","SWG271",271,"YYZ","CYYZ","3","2023-06-09 06:15","CUN","MMUN",NA,245
"WG","SWG","WG6005","SWG6005",6005,"YYZ","CYYZ","3","2023-06-09 06:15","CCC","MUCC",NA,205
"AC","ACA","AC480","ACA480",480,"YYZ","CYYZ","1","2023-06-09 06:20","YUL","CYUL",NA,77
"DL","DAL","DL4966","DAL4966",4966,"YYZ","CYYZ","3","2023-06-09 06:15","DTW","KDTW",NA,97
"DL","DAL","DL1212","DAL1212",1212,"YYZ","CYYZ","3","2023-06-09 06:15","ATL","KATL",NA,139
"F8","FLE","F8683","FLE683",683,"YYZ","CYYZ","3","2023-06-09 06:25","YQT","CYQT",NA,120
"QK","JZA","QK8901","JZA8901",8901,"YYZ","CYYZ","1","2023-06-09 06:30","ORD","KORD",NA,110
"AC","ACA","AC5992","ACA5992",5992,"YYZ","CYYZ","1","2023-06-09 06:30","SFO","KSFO",NA,332
"AC","ACA","AC1670","ACA1670",1670,"YYZ","CYYZ","1","2023-06-09 06:30","MCO","KMCO",NA,165
"WS","WJA","WS653","WJA653",653,"YYZ","CYYZ","3","2023-06-09 06:30","YYC","CYYC",NA,253
"F8","FLE","F8643","FLE643",643,"YYZ","CYYZ","3","2023-06-09 06:30","YWG","CYWG",NA,160
"WO","WSW","WO309","WSW309",309,"YYZ","CYYZ","3","2023-06-09 06:30","YXX","CYXX",NA,295
"AA","AAL","AA6225","AAL6225",6225,"YYZ","CYYZ","3","2023-06-09 06:33","ORD","KORD",NA,113
"WS","WJA","WS7569","WJA7569",7569,"YYZ","CYYZ","3","2023-06-09 06:47","LGA","KLGA",NA,103
"UA","UAL","UA8714","UAL8714",8714,"YYZ","CYYZ","1","2023-06-09 06:30","EWR","KEWR",NA,90
"AC","ACA","AC101","ACA101",101,"YYZ","CYYZ","1","2023-06-09 06:45","YVR","CYVR",5,290
"AA","AAL","AA4542","AAL4542",4542,"YYZ","CYYZ","3","2023-06-09 06:51","LGA","KLGA",NA,92
"TS","TSC","TS7903","TSC7903",7903,"YYZ","CYYZ","3","2023-06-09 06:59","YVR","CYVR",NA,306
"EI","EIN","EI6430","EIN6430",6430,"YYZ","CYYZ","1","2023-06-09 07:00","ORD","KORD",NA,115
"WS","WJA","WS981","WJA981",981,"YYZ","CYYZ","3","2023-06-09 07:00","YYC","CYYC",NA,253
"Y9","DAT","Y9502","DAT502",502,"YYZ","CYYZ","1","2023-06-08 21:25","YEG","CYEG",575,263
"WS","WJA","WS2710","WJA2710",2710,"YYZ","CYYZ","3","2023-06-09 07:00","BDA","TXKF",NA,162
"TS","TSC","TS326","TSC326",326,"YYZ","CYYZ","3","2023-06-09 07:00","CUN","MMUN",NA,245
"AC","ACA","AC1532","ACA1532",1532,"YYZ","CYYZ","1","2023-06-09 07:00","YHZ","CYHZ",NA,125
"AC","ACA","AC400","ACA400",400,"YYZ","CYYZ","1","2023-06-09 07:00","YUL","CYUL",NA,77
"AC","ACA","AC440","ACA440",440,"YYZ","CYYZ","1","2023-06-09 07:00","YOW","CYOW",NA,63
"B6","JBU","B64808","JBU4808",4808,"YYZ","CYYZ","3","2023-06-09 07:01","JFK","KJFK",NA,111
"F8","FLE","F8658","FLE658",658,"YYZ","CYYZ","3","2023-06-09 07:10","YHZ","CYHZ",NA,135
"AA","AAL","AA1169","AAL1169",1169,"YYZ","CYYZ","3","2023-06-09 07:10","DFW","KDFW",NA,204
"AC","ACA","AC600","ACA600",600,"YYZ","CYYZ","1","2023-06-09 06:20","YHZ","CYHZ",50,125
"AC","ACA","AC8251","ACA8251",8251,"YYZ","CYYZ","1","2023-06-09 07:15","YXU","CYXU",NA,43
"WG","SWG","WG4205","SWG4205",4205,"YYZ","CYYZ","3","2023-06-09 07:15","PUJ","MDPC",NA,260
"WO","WSW","WO360","WSW360",360,"YYZ","CYYZ","3","2023-06-09 07:15","YHZ","CYHZ",NA,125
"WO","WSW","WO370","WSW370",370,"YYZ","CYYZ","3","2023-06-09 07:15","YDF","CYDF",NA,165
"UA","UAL","UA8552","UAL8552",8552,"YYZ","CYYZ","1","2023-06-09 07:20","DCA","KDCA",NA,91
"WS","WJA","WS1228","WJA1228",1228,"YYZ","CYYZ","3","2023-06-09 07:30","MCO","KMCO",NA,164
"UA","UAL","UA3435","UAL3435",3435,"YYZ","CYYZ","1","2023-06-09 07:30","EWR","KEWR",NA,103
NA,"CNK",NA,"CNK35",35,"YYZ","CYYZ",NA,"2023-06-09 07:30","YSC","CYSC",NA,NA
"AA","AAL","AA6117","AAL6117",6117,"YYZ","CYYZ","3","2023-06-09 07:30","PHL","KPHL",NA,92
"UA","UAL","UA8222","UAL8222",8222,"YYZ","CYYZ","1","2023-06-09 07:30","YWG","CYWG",NA,160
"AC","ACA","AC133","ACA133",133,"YYZ","CYYZ","1","2023-06-09 07:30","YYC","CYYC",NA,250
"WS","WJA","WS2754","WJA2754",2754,"YYZ","CYYZ","3","2023-06-09 07:35","NAS","MYNN",NA,196
"TS","TSC","TS7711","TSC7711",7711,"YYZ","CYYZ","3","2023-06-09 07:40","YUL","CYUL",NA,76
"DL","DAL","DL2468","DAL2468",2468,"YYZ","CYYZ","3","2023-06-09 07:45","ATL","KATL",NA,134
"P3",NA,"P32291",NA,2291,"YYZ","CYYZ","3","2023-06-09 07:45","YOW","CYOW",NA,63
"OZ","AAR","OZ6117","AAR6117",6117,"YYZ","CYYZ","1","2023-06-09 07:15","YVR","CYVR",11,290
"NZ","ANZ","NZ4791","ANZ4791",4791,"YYZ","CYYZ","1","2023-06-09 07:50","LAX","KLAX",NA,315
"AC","ACA","AC8949","ACA8949",8949,"YYZ","CYYZ","1","2023-06-09 07:50","ATL","KATL",NA,130
"AC","ACA","AC8301","ACA8301",8301,"YYZ","CYYZ","1","2023-06-09 07:50","YQT","CYQT",NA,107
"AC","ACA","AC8353","ACA8353",8353,"YYZ","CYYZ","1","2023-06-09 07:50","YQG","CYQG",NA,64
"UA","UAL","UA8528","UAL8528",8528,"YYZ","CYYZ","1","2023-06-09 07:40","BOS","KBOS",NA,91
"DL","DAL","DL5231","DAL5231",5231,"YYZ","CYYZ","3","2023-06-09 07:55","LGA","KLGA",NA,95
"Y9","DAT","Y9112","DAT112",112,"YYZ","CYYZ","1","2023-06-09 07:55","YVR","CYVR",NA,320
"WS","WJA","WS649","WJA649",649,"YYZ","CYYZ","3","2023-06-09 07:55","YYC","CYYC",NA,253
"QK","JZA","QK8494","JZA8494",8494,"YYZ","CYYZ","1","2023-06-09 07:55","YSJ","CYSJ",NA,114
