"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","duration"
"Y9","DAT","Y9501","DAT501",501,"YYZ","CYYZ","1","2023-06-05 07:20","YYT","CYYT",180
"AC","ACA","AC109","ACA109",109,"YYZ","CYYZ","1","2023-06-05 09:45","YVR","CYVR",310
"WS","WJA","WS7301","WJA7301",7301,"YYZ","CYYZ","3","2023-06-05 10:00","LGA","KLGA",101
"JL","JAL","JL5807","JAL5807",5807,"YYZ","CYYZ","3","2023-06-05 10:00","YVR","CYVR",309
"UA","UAL","UA8639","UAL8639",8639,"YYZ","CYYZ","1","2023-06-05 09:45","AUS","KAUS",209
"WO","WSW","WO2360","WSW2360",2360,"YYZ","CYYZ",NA,"2023-06-05 09:45","YHZ","CYHZ",135
"WS","WJA","WS655","WJA655",655,"YYZ","CYYZ","3","2023-06-05 10:00","YYC","CYYC",256
"PD","POE","PD403","POE403",403,"YYZ","CYYZ","3","2023-06-05 10:00","YEG","CYEG",250
"AC","ACA","AC1931","ACA1931",1931,"YYZ","CYYZ","1","2023-06-05 10:00","YXE","CYXE",215
"AM","AMX","AM693","AMX693",693,"YYZ","CYYZ","3","2023-06-05 10:01","MEX","MMMX",304
"UA","UAL","UA6172","UAL6172",6172,"YYZ","CYYZ","1","2023-06-05 10:00","IAD","KIAD",91
"WS","WJA","WS2580","WJA2580",2580,"YYZ","CYYZ","3","2023-06-05 10:00","CUN","MMUN",250
"UA","UAL","UA8200","UAL8200",8200,"YYZ","CYYZ","1","2023-06-05 10:00","MSP","KMSP",131
"AC","ACA","AC406","ACA406",406,"YYZ","CYYZ","1","2023-06-05 10:00","YUL","CYUL",77
"AC","ACA","AC446","ACA446",446,"YYZ","CYYZ","1","2023-06-05 10:10","YOW","CYOW",63
"PD","POE","PD353","POE353",353,"YYZ","CYYZ","3","2023-06-05 10:05","YYC","CYYC",254
"F8","FLE","F8605","FLE605",605,"YYZ","CYYZ","3","2023-06-05 10:15","YVR","CYVR",310
"QR","QTR","QR2234","QTR2234",2234,"YYZ","CYYZ","3","2023-06-05 10:26","JFK","KJFK",111
"UA","UAL","UA8333","UAL8333",8333,"YYZ","CYYZ","1","2023-06-05 10:00","YWG","CYWG",160
"AC","ACA","AC8398","ACA8398",8398,"YYZ","CYYZ","1","2023-06-05 09:50","YQB","CYQB",88
"UA","UAL","UA3701","UAL3701",3701,"YYZ","CYYZ","1","2023-06-05 10:32","EWR","KEWR",103
"AC","ACA","AC1721","ACA1721",1721,"YYZ","CYYZ","1","2023-06-05 09:15","PHX","KPHX",281
"AC","ACA","AC139","ACA139",139,"YYZ","CYYZ","1","2023-06-05 10:15","YYC","CYYC",258
"Y9","DAT","Y9605","DAT605",605,"YYZ","CYYZ","1","2023-06-05 10:15","MCO","KMCO",175
"AA","AAL","AA6110","AAL6110",6110,"YYZ","CYYZ","3","2023-06-05 11:01","PHL","KPHL",93
"NH","ANA","NH7807","ANA7807",7807,"YYZ","CYYZ","1","2023-06-05 11:00","ORD","KORD",119
"AA","AAL","AA4312","AAL4312",4312,"YYZ","CYYZ","3","2023-06-05 10:59","LGA","KLGA",92
"EK","UAE","EK5771","UAE5771",5771,"YYZ","CYYZ","1","2023-06-05 11:00","YUL","CYUL",77
"QF","QFA","QF3990","QFA3990",3990,"YYZ","CYYZ","3","2023-06-05 11:00","LAX","KLAX",309
"WS","WJA","WS657","WJA657",657,"YYZ","CYYZ","3","2023-06-05 11:00","YYC","CYYC",254
"AC","ACA","AC167","ACA167",167,"YYZ","CYYZ","1","2023-06-05 11:05","YEG","CYEG",255
"WG","SWG","WG724","SWG724",724,"YYZ","CYYZ","3","2023-06-05 11:00","LIR","MRLB",310
"RV","ROU","RV1941","ROU1941",1941,"YYZ","CYYZ","1","2023-06-05 10:15","YMM","CYMM",242
"AC","ACA","AC8554","ACA8554",8554,"YYZ","CYYZ","1","2023-06-05 11:00","JFK","KJFK",96
"AC","ACA","AC1820","ACA1820",1820,"YYZ","CYYZ","1","2023-06-05 11:00","POP","MDPP",240
"AC","ACA","AC1818","ACA1818",1818,"YYZ","CYYZ","1","2023-06-05 11:20","BDA","TXKF",165
"NZ","ANZ","NZ4733","ANZ4733",4733,"YYZ","CYYZ","1","2023-06-05 08:00","SFO","KSFO",320
"TK","THY","TK8686","THY8686",8686,"YYZ","CYYZ","1","2023-06-05 08:40","DEN","KDEN",215
NA,"GAJ",NA,"GAJ513",513,"YYZ","CYYZ",NA,"2023-06-05 11:00","PWM","KPWM",NA
"DL","DAL","DL1183","DAL1183",1183,"YYZ","CYYZ","3","2023-06-05 11:29","ATL","KATL",135
"AC","ACA","AC8876","ACA8876",8876,"YYZ","CYYZ","1","2023-06-05 11:30","EWR","KEWR",90
"AC","ACA","AC8969","ACA8969",8969,"YYZ","CYYZ","1","2023-06-05 09:40","STL","KSTL",111
"RJ","RJA","RJ274","RJA274",274,"YYZ","CYYZ","3","2023-06-05 11:30","YUL","CYUL",85
NA,"ASP",NA,"ASP822",822,"YYZ","CYYZ",NA,"2023-06-05 11:30","ILM","KILM",NA
"AC","ACA","AC8771","ACA8771",8771,"YYZ","CYYZ","1","2023-06-05 08:55","DTW","KDTW",67
