"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AC","ACA","AC3254","ACA3254","3254","YYZ","CYYZ","1","2023-06-08 17:40","EWR","KEWR",NA,103
"9E","EDV","9E5023","EDV5023","5023","YYZ","CYYZ","3","2023-06-08 17:15","LGA","KLGA",26,100
"AC","ACA","AC1502","ACA1502","1502","YYZ","CYYZ","1","2023-06-08 15:15","YQM","CYQM",150,112
"AF","AFR","AF3025","AFR3025","3025","YYZ","CYYZ","3","2023-06-08 17:35","YWG","CYWG",8,158
"A3","AEE","A33064","AEE3064","3064","YYZ","CYYZ","1","2023-06-08 17:30","MUC","EDDM",23,495
"AA","AAL","AA6114","AAL6114","6114","YYZ","CYYZ","3","2023-06-08 17:50","PHL","KPHL",3,93
"TP","TAP","TP260","TAP260","260","YYZ","CYYZ","1","2023-06-08 17:40","LIS","LPPT",17,425
"AC","ACA","AC894","ACA894","894","YYZ","CYYZ","1","2023-06-08 17:00","YUL","CYUL",58,77
"AC","ACA","AC743","ACA743","743","YYZ","CYYZ","1","2023-06-08 16:30","SFO","KSFO",46,338
"BA","BAW","BA6156","BAW6156","6156","YYZ","CYYZ","3","2023-06-08 17:50","DUB","EIDW",10,400
"DL","DAL","DL1931","DAL1931","1931","YYZ","CYYZ","3","2023-06-08 18:10","SLC","KSLC",NA,261
"AC","ACA","AC8784","ACA8784","8784","YYZ","CYYZ","1","2023-06-08 18:10","DCA","KDCA",NA,91
"AC","ACA","AC422","ACA422","422","YYZ","CYYZ","1","2023-06-08 18:00","YUL","CYUL",3,77
"DL","DAL","DL1893","DAL1893","1893","YYZ","CYYZ","3","2023-06-08 17:55","ATL","KATL",14,139
"A3","AEE","A33069","AEE3069","3069","YYZ","CYYZ","1","2023-06-08 18:10","ATH","LGAV",1,590
"AC","ACA","AC886","ACA886","886","YYZ","CYYZ","1","2023-06-08 17:50","VIE","LOWW",8,520
"AF","AFR","AF3026","AFR3026","3026","YYZ","CYYZ","3","2023-06-08 18:15","YVR","CYVR",NA,307
"AC","ACA","AC420","ACA420","420","YYZ","CYYZ","1","2023-06-08 16:30","YUL","CYUL",97,77
"AC","ACA","AC462","ACA462","462","YYZ","CYYZ","1","2023-06-08 18:10","YOW","CYOW",5,63
"AA","AAL","AA1572","AAL1572","1572","YYZ","CYYZ","3","2023-06-08 17:55","MIA","KMIA",10,200
"NO","NOS","NO4349","NOS4349","4349","YYZ","CYYZ","3","2023-06-08 17:00","MXP","LIMC",81,470
NA,"HRT",NA,"HRT445","445","YYZ","CYYZ",NA,"2023-06-08 18:00","TEB","KTEB",NA,NA
"AC","ACA","AC1536","ACA1536","1536","YYZ","CYYZ","1","2023-06-08 16:10","YHZ","CYHZ",133,121
"AC","ACA","AC8261","ACA8261","8261","YYZ","CYYZ","1","2023-06-08 18:00","YXU","CYXU",33,43
"AC","ACA","AC492","ACA492","492","YYZ","CYYZ","1","2023-06-08 18:30","YUL","CYUL",NA,77
"AF","AFR","AF6549","AFR6549","6549","YYZ","CYYZ","3","2023-06-08 18:30","YEG","CYEG",4,250
NA,"PEG",NA,"PEG88","88","YYZ","CYYZ",NA,"2023-06-08 16:30","IAD","KIAD",NA,NA
"AA","AAL","AA6291","AAL6291","6291","YYZ","CYYZ","3","2023-06-08 18:30","ORD","KORD",2,113
"AC","ACA","AC793","ACA793","793","YYZ","CYYZ","1","2023-06-08 18:30","LAX","KLAX",2,329
"AC","ACA","AC854","ACA854","854","YYZ","CYYZ","1","2023-06-08 18:35","LHR","EGLL",NA,420
"AF","AFR","AF351","AFR351","351","YYZ","CYYZ","3","2023-06-08 18:25","CDG","LFPG",13,440
"AC","ACA","AC8707","ACA8707","8707","YYZ","CYYZ","1","2023-06-08 18:45","CVG","KCVG",NA,94
"AC","ACA","AC543","ACA543","543","YYZ","CYYZ","1","2023-06-08 18:25","SEA","KSEA",19,322
"BW","BWA","BW617","BWA617","617","YYZ","CYYZ","3","2023-06-08 18:45","GEO","SYCJ",11,375
"AC","ACA","AC595","ACA595","595","YYZ","CYYZ","1","2023-06-08 18:30","IAH","KIAH",17,218
"AC","ACA","AC8996","ACA8996","8996","YYZ","CYYZ","1","2023-06-08 18:10","LGA","KLGA",38,87
"1I","EJA","1I681","EJA681","681","YYZ","CYYZ",NA,"2023-06-08 18:30","TEB","KTEB",NA,NA
"AC","ACA","AC745","ACA745","745","YYZ","CYYZ","1","2023-06-08 18:55","SFO","KSFO",NA,338
"AC","ACA","AC1041","ACA1041","1041","YYZ","CYYZ","1","2023-06-08 18:55","DEN","KDEN",3,215
"AC","ACA","AC1628","ACA1628","1628","YYZ","CYYZ","1","2023-06-08 17:55","FLL","KFLL",65,184
"AC","ACA","AC8259","ACA8259","8259","YYZ","CYYZ","1","2023-06-08 16:05","YXU","CYXU",175,42
"AC","ACA","AC799","ACA799","799","YYZ","CYYZ","1","2023-06-08 18:25","SLC","KSLC",11,254
"AC","ACA","AC8955","ACA8955","8955","YYZ","CYYZ","1","2023-06-08 16:30","ATL","KATL",153,130
