"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AC","ACA","AC418","ACA418","418","YYZ","CYYZ","1","2023-06-07 16:00","YUL","CYUL",15,77
"AC","ACA","AC147","ACA147","147","YYZ","CYYZ","1","2023-06-07 16:10","YYC","CYYC",8,258
"AC","ACA","AC145","ACA145","145","YYZ","CYYZ","1","2023-06-07 14:40","YYC","CYYC",99,258
"AC","ACA","AC7739","ACA7739","7739","YYZ","CYYZ","1","2023-06-07 16:30","YYB","CYYB",NA,57
"AC","ACA","AC80","ACA80","80","YYZ","CYYZ","1","2023-06-07 16:10","TLV","LLBG",13,655
"WG","SWG","WG626","SWG626","626","YYZ","CYYZ","3","2023-06-07 16:30","VRA","MUVR",NA,205
"AC","ACA","AC8696","ACA8696","8696","YYZ","CYYZ","1","2023-06-07 14:50","BOS","KBOS",96,96
"AC","ACA","AC8880","ACA8880","8880","YYZ","CYYZ","1","2023-06-07 16:30","EWR","KEWR",9,90
"9E","EDV","9E5010","EDV5010","5010","YYZ","CYYZ","3","2023-06-07 14:50","LGA","KLGA",98,98
"AC","ACA","AC4888","ACA4888","4888","YYZ","CYYZ","1","2023-06-07 16:18","DEN","KDEN",10,221
"VS","VIR","VS8096","VIR8096","8096","YYZ","CYYZ","3","2023-06-07 16:30","YYC","CYYC",NA,240
"AF","AFR","AF8266","AFR8266","8266","YYZ","CYYZ","3","2023-06-07 17:00","AMS","EHAM",NA,425
"TJ","GPD","TJ849","GPD849","849","YYZ","CYYZ",NA,"2023-06-07 16:35","HPN","KHPN",NA,NA
"AC","ACA","AC8911","ACA8911","8911","YYZ","CYYZ","1","2023-06-07 16:00","ORD","KORD",42,110
"AC","ACA","AC1807","ACA1807","1807","YYZ","CYYZ","1","2023-06-07 16:45","SJO","MROC",4,305
"AC","ACA","AC456","ACA456","456","YYZ","CYYZ","1","2023-06-07 15:10","YOW","CYOW",99,63
"AC","ACA","AC8955","ACA8955","8955","YYZ","CYYZ","1","2023-06-07 16:30","ATL","KATL",15,130
"AC","ACA","AC840","ACA840","840","YYZ","CYYZ","1","2023-06-07 16:50","FRA","EDDF",NA,460
"AC","ACA","AC8782","ACA8782","8782","YYZ","CYYZ","1","2023-06-07 16:30","DCA","KDCA",5,91
"AC","ACA","AC173","ACA173","173","YYZ","CYYZ","1","2023-06-07 16:40","YEG","CYEG",13,255
"AA","AAL","AA4447","AAL4447","4447","YYZ","CYYZ","3","2023-06-07 15:29","LGA","KLGA",90,92
"AC","ACA","AC743","ACA743","743","YYZ","CYYZ","1","2023-06-07 16:30","SFO","KSFO",29,338
"AC","ACA","AC420","ACA420","420","YYZ","CYYZ","1","2023-06-07 17:00","YUL","CYUL",NA,77
"SK","SAS","SK950","SAS950","950","YYZ","CYYZ","1","2023-06-07 17:00","CPH","EKCH",1,480
"AC","ACA","AC8925","ACA8925","8925","YYZ","CYYZ","1","2023-06-07 16:55","PIT","KPIT",12,66
"9E","EDV","9E4989","EDV4989","4989","YYZ","CYYZ","3","2023-06-07 16:44","JFK","KJFK",28,105
"AC","ACA","AC1674","ACA1674","1674","YYZ","CYYZ","1","2023-06-07 16:25","MCO","KMCO",51,165
"AC","ACA","AC6162","ACA6162","6162","YYZ","CYYZ","1","2023-06-07 17:15","SAL","MSLP",1,305
"AC","ACA","AC460","ACA460","460","YYZ","CYYZ","1","2023-06-07 17:10","YOW","CYOW",2,63
"DL","DAL","DL6968","DAL6968","6968","YYZ","CYYZ","3","2023-06-07 17:30","BNA","KBNA",NA,120
"AC","ACA","AC4990","ACA4990","4990","YYZ","CYYZ","1","2023-06-07 17:30","ORD","KORD",NA,119
"AC","ACA","AC770","ACA770","770","YYZ","CYYZ","1","2023-06-07 17:30","BOS","KBOS",NA,91
"AC","ACA","AC8857","ACA8857","8857","YYZ","CYYZ","1","2023-06-07 16:50","BNA","KBNA",23,129
"AC","ACA","AC1033","ACA1033","1033","YYZ","CYYZ","1","2023-06-07 17:15","DFW","KDFW",10,197
"1I","EJA","1I922","EJA922","922","YYZ","CYYZ",NA,"2023-06-07 17:00","JAX","KJAX",NA,NA
"WG","SWG","WG6003","SWG6003","6003","YYZ","CYYZ","3","2023-06-07 17:30","CCC","MUCC",7,210
"AC","ACA","AC490","ACA490","490","YYZ","CYYZ","1","2023-06-07 17:30","YUL","CYUL",NA,77
"AC","ACA","AC119","ACA119","119","YYZ","CYYZ","1","2023-06-07 16:15","YVR","CYVR",76,300
"AC","ACA","AC1923","ACA1923","1923","YYZ","CYYZ","1","2023-06-07 15:50","YQR","CYQR",101,199
"AC","ACA","AC8994","ACA8994","8994","YYZ","CYYZ","1","2023-06-07 16:00","LGA","KLGA",95,87
"A3","AEE","A33064","AEE3064","3064","YYZ","CYYZ","1","2023-06-07 17:30","MUC","EDDM",6,495
"AA","AAL","AA1111","AAL1111","1111","YYZ","CYYZ","3","2023-06-07 17:28","DFW","KDFW",11,203
"AC","ACA","AC3254","ACA3254","3254","YYZ","CYYZ","1","2023-06-07 17:40","EWR","KEWR",NA,103
"AC","ACA","AC692","ACA692","692","YYZ","CYYZ","1","2023-06-07 16:50","YYT","CYYT",24,181
"AA","AAL","AA6114","AAL6114","6114","YYZ","CYYZ","3","2023-06-07 17:50","PHL","KPHL",NA,93
NA,"JAS",NA,"JAS59","59","YYZ","CYYZ",NA,"2023-06-07 17:00","IAD","KIAD",NA,NA
"AC","ACA","AC7094","ACA7094","7094","YYZ","CYYZ","1","2023-06-07 17:45","YUL","CYUL",NA,77
