"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AA","AAL","AA6792","AAL6792","6792","LHR","EGLL","5","2023-06-07 20:45","CDG","LFPG",30,75
"AY","FIN","AY4415","FIN4415","4415","LHR","EGLL","3","2023-06-07 21:25","GRU","SBGR",NA,695
"AC","ACA","AC6020","ACA6020","6020","LHR","EGLL","2","2023-06-07 21:00","ADD","HAAB",20,465
"AA","AAL","AA6737","AAL6737","6737","LHR","EGLL","3","2023-06-07 21:15","BUD","LHBP",7,150
"AI","AIC","AI130","AIC130","130","LHR","EGLL","2","2023-06-07 21:30","BOM","VABB",NA,530
"AA","AAL","AA6659","AAL6659","6659","LHR","EGLL","5","2023-06-07 21:20","BOM","VABB",4,560
"AA","AAL","AA6772","AAL6772","6772","LHR","EGLL","5","2023-06-07 21:05","DUB","EIDW",21,80
"AA","AAL","AA6616","AAL6616","6616","LHR","EGLL","5","2023-06-07 20:35","LYS","LFLL",34,100
"AA","AAL","AA6621","AAL6621","6621","LHR","EGLL","5","2023-06-07 21:30","MAN","EGCC",NA,65
"WB","RWD","WB711","RWD711","711","LHR","EGLL","3","2023-06-07 21:20","KGL","HRYR",10,520
"AA","AAL","AA6582","AAL6582","6582","LHR","EGLL","5","2023-06-07 21:10","ABZ","EGPD",8,90
"MU","CES","MU552","CES552","552","LHR","EGLL","4","2023-06-07 21:20","PVG","ZSPD",15,680
"AA","AAL","AA6753","AAL6753","6753","LHR","EGLL","5","2023-06-07 21:25","JNB","FAOR",11,650
"AY","FIN","AY5977","FIN5977","5977","LHR","EGLL","5","2023-06-07 21:10","EDI","EGPH",29,80
"OZ","AAR","OZ522","AAR522","522","LHR","EGLL","2","2023-06-07 20:40","ICN","RKSI",59,770
"MH","MAS","MH1","MAS1","1","LHR","EGLL","4","2023-06-07 21:35","KUL","WMKK",6,795
"FI","ICE","FI455","ICE455","455","LHR","EGLL","2","2023-06-07 21:25","KEF","BIKF",NA,195
"AA","AAL","AA6712","AAL6712","6712","LHR","EGLL","5","2023-06-07 20:35","MXP","LIMC",74,120
"AC","ACA","AC6888","ACA6888","6888","LHR","EGLL","3","2023-06-07 21:30","CMB","VCBI",NA,645
"AC","ACA","AC7400","ACA7400","7400","LHR","EGLL","2","2023-06-07 21:25","BKK","VTBS",NA,695
"AA","AAL","AA6496","AAL6496","6496","LHR","EGLL","5","2023-06-07 21:30","DXB","OMDB",23,420
"BA","BAW","BA27","BAW27","27","LHR","EGLL","5","2023-06-07 20:55","HKG","VHHH",58,760
"BA","BAW","BA251","BAW251","251","LHR","EGLL","5","2023-06-07 21:55","SCL","SCEL",NA,875
"GF","GFA","GF6","GFA6","6","LHR","EGLL","4","2023-06-07 22:05","BAH","OBBI",NA,375
"GS","GCR","GS7966","GCR7966","7966","LHR","EGLL","3","2023-06-07 22:00","CKG","ZUCK",NA,720
"AV","AVA","AV121","AVA121","121","LHR","EGLL","2","2023-06-07 22:05","BOG","SKBO",NA,640
"CA","CCA","CA3768","CCA3768","3768","LHR","EGLL","2","2023-06-07 22:05","SZX","ZGSZ",NA,760
"HU","CHH","HU422","CHH422","422","LHR","EGLL","3","2023-06-07 22:00","CSX","ZGHA",NA,650
"AC","ACA","AC6676","ACA6676","6676","LHR","EGLL","4","2023-06-07 21:55","AUH","OMAA",5,410
"BA","BAW","BA7014","BAW7014","7014","LHR","EGLL","4","2023-06-07 21:55","DOH","OTHH",5,405
"JD","CBJ","JD432","CBJ432","432","LHR","EGLL","3","2023-06-07 21:55","TAO","ZSQD",6,680
"AV","AVA","AV6550","AVA6550","6550","LHR","EGLL","2","2023-06-07 22:05","SIN","WSSS",NA,785
"6E","IGO","6E4051","IGO4051","4051","LHR","EGLL","2","2023-06-07 22:10","IST","LTFM",NA,225
"AM","AMX","AM7698","AMX7698","7698","LHR","EGLL","3","2023-06-07 22:10","TLV","LLBG",NA,295
"A3","AEE","A3609","AEE609","609","LHR","EGLL","2","2023-06-07 22:15","ATH","LGAV",NA,215
"CZ","CSN","CZ304","CSN304","304","LHR","EGLL","4","2023-06-07 22:10","CAN","ZGGG",NA,715
"ME","MEA","ME204","MEA204","204","LHR","EGLL","3","2023-06-07 22:00","BEY","OLBA",6,285
"AC","ACA","AC2848","ACA2848","2848","LHR","EGLL","2","2023-06-07 22:10","CAI","HECA",NA,280
"CI","CAL","CI82","CAL82","82","LHR","EGLL","3","2023-06-07 22:00","TPE","RCTP",8,810
"BA","BAW","BA1496","BAW1496","1496","LHR","EGLL","5","2023-06-07 21:55","GLA","EGPF",15,80
"BA","BAW","BA247","BAW247","247","LHR","EGLL","5","2023-06-07 22:20","GRU","SBGR",NA,700
"BA","BAW","BA83","BAW83","83","LHR","EGLL","5","2023-06-07 22:25","ABV","DNAA",NA,370
"BR","EVA","BR68","EVA68","68","LHR","EGLL","2","2023-06-07 21:35","BKK","VTBS",45,690
"AA","AAL","AA8073","AAL8073","8073","LHR","EGLL","2","2023-06-07 22:25","ORK","EICK",NA,80
"AA","AAL","AA6599","AAL6599","6599","LHR","EGLL","5","2023-06-07 22:20","KWI","OKBK",4,375
"CA","CCA","CA856","CCA856","856","LHR","EGLL","2","2023-06-07 22:40","PEK","ZBAA",NA,585
"EK","UAE","EK6","UAE6","6","LHR","EGLL","3","2023-06-07 22:15","DXB","OMDB",9,410
"AM","AMX","AM8","AMX8","8","LHR","EGLL","3","2023-06-07 22:30","MEX","MMMX",NA,685
"UK","VTI","UK18","VTI18","18","LHR","EGLL","3","2023-06-07 22:20","DEL","VIDP",7,485
"AA","AAL","AA8397","AAL8397","8397","LHR","EGLL","4","2023-06-07 22:20","TLV","LLBG",13,295
"CX","CPA","CX254","CPA254","254","LHR","EGLL","3","2023-06-07 22:15","HKG","VHHH",19,740
"AA","AAL","AA6791","AAL6791","6791","LHR","EGLL","5","2023-06-07 22:25","CPT","FACT",12,700
"BA","BAW","BA105","BAW105","105","LHR","EGLL","5","2023-06-07 22:25","DXB","OMDB",13,420
"DL","DAL","DL5951","DAL5951","5951","LHR","EGLL","3","2023-06-07 22:30","LOS","DNMM",13,395
"VS","VIR","VS449","VIR449","449","LHR","EGLL","3","2023-06-07 22:30","JNB","FAOR",16,655
"AA","AAL","AA6857","AAL6857","6857","LHR","EGLL","5","2023-06-07 21:10","SIN","WSSS",105,815
"AC","ACA","AC2686","ACA2686","2686","LHR","EGLL","2","2023-06-08 06:00","LIS","LPPT",NA,160
"AC","ACA","AC6186","ACA6186","6186","LHR","EGLL","2","2023-06-08 06:00","VIE","LOWW",NA,130
"LX","SWR","LX345","SWR345","345","LHR","EGLL","2","2023-06-08 06:00","ZRH","LSZH",NA,100
"AA","AAL","AA6811","AAL6811","6811","LHR","EGLL","5","2023-06-08 06:05","BCN","LEBL",NA,130
"AY","FIN","AY456","FIN456","456","LHR","EGLL","5","2023-06-08 06:15","MAD","LEMD",NA,145
"BA","BAW","BA854","BAW854","854","LHR","EGLL","3","2023-06-08 06:15","PRG","LKPR",NA,120
"AF","AFR","AF1381","AFR1381","1381","LHR","EGLL","4","2023-06-08 06:20","CDG","LFPG",NA,75
"A3","AEE","A31607","AEE1607","1607","LHR","EGLL","2","2023-06-08 06:30","FRA","EDDF",NA,95
"AC","ACA","AC6745","ACA6745","6745","LHR","EGLL","2","2023-06-08 06:30","WAW","EPWA",NA,150
"BA","BAW","BA552","BAW552","552","LHR","EGLL","5","2023-06-08 06:30","FCO","LIRF",NA,155
"CI","CAL","CI9362","CAL9362","9362","LHR","EGLL","4","2023-06-08 06:30","AMS","EHAM",NA,85
"6E","IGO","6E4052","IGO4052","4052","LHR","EGLL","2","2023-06-08 06:45","IST","LTFM",NA,230
"AA","AAL","AA8031","AAL8031","8031","LHR","EGLL","2","2023-06-08 06:40","DUB","EIDW",NA,80
"BA","BAW","BA534","BAW534","534","LHR","EGLL","5","2023-06-08 06:40","NAP","LIRN",NA,165
"SK","SAS","SK1530","SAS1530","1530","LHR","EGLL","2","2023-06-08 06:40","ARN","ESSA",NA,145
"AA","AAL","AA6859","AAL6859","6859","LHR","EGLL","5","2023-06-08 06:45","GVA","LSGG",NA,95
"BA","BAW","BA710","BAW710","710","LHR","EGLL","5","2023-06-08 06:45","ZRH","LSZH",NA,105
"SK","SAS","SK500","SAS500","500","LHR","EGLL","2","2023-06-08 06:45","CPH","EKCH",NA,110
"AA","AAL","AA7031","AAL7031","7031","LHR","EGLL","5","2023-06-08 06:50","JMK","LGMK",NA,240
"BA","BAW","BA990","BAW990","990","LHR","EGLL","5","2023-06-08 06:50","BER","EDDB",NA,110
"HU","CHH","HU8540","CHH8540","8540","LHR","EGLL","2","2023-06-08 06:50","BRU","EBBR",NA,60
"A3","AEE","A31621","AEE1621","1621","LHR","EGLL","2","2023-06-08 06:55","MUC","EDDM",NA,110
"AA","AAL","AA7043","AAL7043","7043","LHR","EGLL","5","2023-06-08 06:55","OPO","LPPR",NA,140
"BA","BAW","BA832","BAW832","832","LHR","EGLL","5","2023-06-08 06:55","DUB","EIDW",NA,85
"AA","AAL","AA6761","AAL6761","6761","LHR","EGLL","5","2023-06-08 07:00","LCA","LCLK",NA,280
"BA","BAW","BA1382","BAW1382","1382","LHR","EGLL","5","2023-06-08 07:00","MAN","EGCC",NA,65
"BA","BAW","BA1432","BAW1432","1432","LHR","EGLL","5","2023-06-08 07:00","EDI","EGPH",NA,85
"LX","SWR","LX359","SWR359","359","LHR","EGLL","2","2023-06-08 07:00","GVA","LSGG",NA,95
"BA","BAW","BA866","BAW866","866","LHR","EGLL","3","2023-06-08 07:05","BUD","LHBP",NA,165
"BA","BAW","BA948","BAW948","948","LHR","EGLL","5","2023-06-08 07:05","MUC","EDDM",NA,115
"SK","SAS","SK802","SAS802","802","LHR","EGLL","2","2023-06-08 07:05","OSL","ENGM",NA,130
"AY","FIN","AY5926","FIN5926","5926","LHR","EGLL","5","2023-06-08 07:10","ARN","ESSA",NA,150
"BA","BAW","BA1472","BAW1472","1472","LHR","EGLL","5","2023-06-08 07:10","GLA","EGPF",NA,85
"BA","BAW","BA304","BAW304","304","LHR","EGLL","5","2023-06-08 07:10","CDG","LFPG",NA,75
"BA","BAW","BA696","BAW696","696","LHR","EGLL","3","2023-06-08 07:10","VIE","LOWW",NA,140
"AA","AAL","AA6829","AAL6829","6829","LHR","EGLL","5","2023-06-08 07:15","LIN","LIML",NA,120
"AY","FIN","AY5898","FIN5898","5898","LHR","EGLL","5","2023-06-08 07:15","CPH","EKCH",NA,110
"BA","BAW","BA1340","BAW1340","1340","LHR","EGLL","5","2023-06-08 07:15","JER","EGJJ",NA,65
"AA","AAL","AA6853","AAL6853","6853","LHR","EGLL","5","2023-06-08 07:20","ATH","LGAV",NA,235
"AA","AAL","AA6710","AAL6710","6710","LHR","EGLL","5","2023-06-08 07:25","BHD","EGAC",NA,85
"AA","AAL","AA6827","AAL6827","6827","LHR","EGLL","3","2023-06-08 07:30","OSL","ENGM",NA,130
"AA","AAL","AA9002","AAL9002","9002","LHR","EGLL","3","2023-06-08 07:30","HEL","EFHK",NA,170
"BA","BAW","BA342","BAW342","342","LHR","EGLL","5","2023-06-08 07:30","NCE","LFMN",NA,125
"BA","BAW","BA500","BAW500","500","LHR","EGLL","5","2023-06-08 07:30","LIS","LPPT",NA,165
"AA","AAL","AA6570","AAL6570","6570","LHR","EGLL","5","2023-06-08 07:35","KEF","BIKF",NA,190
"AY","FIN","AY846","FIN846","846","LHR","EGLL","5","2023-06-08 07:35","WAW","EPWA",NA,145
"B6","JBU","B61621","JBU1621","1621","LHR","EGLL","2","2023-06-08 07:25","BOS","KBOS",NA,471
"BA","BAW","BA1324","BAW1324","1324","LHR","EGLL","5","2023-06-08 07:35","NCL","EGNT",NA,70
"BA","BAW","BA936","BAW936","936","LHR","EGLL","5","2023-06-08 07:35","DUS","EDDL",NA,85
"AA","AAL","AA8033","AAL8033","8033","LHR","EGLL","2","2023-06-08 07:40","DUB","EIDW",NA,80
"BA","BAW","BA540","BAW540","540","LHR","EGLL","5","2023-06-08 07:40","BLQ","LIPE",NA,130
"AA","AAL","AA109","AAL109","109","LHR","EGLL","3","2023-06-08 07:45","BOS","KBOS",NA,438
"AA","AAL","AA6759","AAL6759","6759","LHR","EGLL","5","2023-06-08 07:45","BCN","LEBL",NA,135
"AA","AAL","AA6802","AAL6802","6802","LHR","EGLL","5","2023-06-08 07:45","MAD","LEMD",NA,145
"AC","ACA","AC5424","ACA5424","5424","LHR","EGLL","2","2023-06-08 07:45","EWR","KEWR",NA,455
"AA","AAL","AA6558","AAL6558","6558","LHR","EGLL","5","2023-06-08 07:50","EDI","EGPH",NA,85
"BA","BAW","BA524","BAW524","524","LHR","EGLL","5","2023-06-08 07:50","FLR","LIRQ",NA,130
"AA","AAL","AA6671","AAL6671","6671","LHR","EGLL","5","2023-06-08 07:55","INV","EGPE",NA,100
"AA","AAL","AA6793","AAL6793","6793","LHR","EGLL","5","2023-06-08 07:55","TLS","LFBO",NA,110
"AA","AAL","AA7025","AAL7025","7025","LHR","EGLL","5","2023-06-08 08:00","TLV","LLBG",NA,290
"AC","ACA","AC2712","ACA2712","2712","LHR","EGLL","2","2023-06-08 08:00","LIS","LPPT",NA,160
"AC","ACA","AC5337","ACA5337","5337","LHR","EGLL","2","2023-06-08 08:00","IAD","KIAD",NA,495
"AC","ACA","AC6960","ACA6960","6960","LHR","EGLL","2","2023-06-08 08:05","DUS","EDDL",NA,80
"AY","FIN","AY446","FIN446","446","LHR","EGLL","5","2023-06-08 08:05","AGP","LEMG",NA,175
"BA","BAW","BA310","BAW310","310","LHR","EGLL","3","2023-06-08 08:05","ALG","DAAG",NA,175
"AA","AAL","AA6425","AAL6425","6425","LHR","EGLL","5","2023-06-08 08:15","BRU","EBBR",NA,70
"AA","AAL","AA6719","AAL6719","6719","LHR","EGLL","5","2023-06-08 08:15","FCO","LIRF",NA,155
"AA","AAL","AA6740","AAL6740","6740","LHR","EGLL","5","2023-06-08 08:15","GLA","EGPF",NA,85
"AA","AAL","AA6861","AAL6861","6861","LHR","EGLL","5","2023-06-08 08:15","GVA","LSGG",NA,95
"AA","AAL","AA6469","AAL6469","6469","LHR","EGLL","5","2023-06-08 08:20","DUB","EIDW",NA,85
"AA","AAL","AA6502","AAL6502","6502","LHR","EGLL","5","2023-06-08 08:20","AMS","EHAM",NA,90
"AA","AAL","AA7035","AAL7035","7035","LHR","EGLL","5","2023-06-08 08:20","TIA","LATI",NA,185
"AM","AMX","AM7695","AMX7695","7695","LHR","EGLL","3","2023-06-08 08:20","TLV","LLBG",NA,320
"BA","BAW","BA772","BAW772","772","LHR","EGLL","5","2023-06-08 08:20","SKG","LGTS",NA,200
"AA","AAL","AA6665","AAL6665","6665","LHR","EGLL","3","2023-06-08 08:25","LUX","ELLX",NA,80
"AA","AAL","AA6841","AAL6841","6841","LHR","EGLL","5","2023-06-08 08:25","PSA","LIRP",NA,130
"AA","AAL","AA6930","AAL6930","6930","LHR","EGLL","5","2023-06-08 08:25","JFK","KJFK",NA,460
"AC","ACA","AC853","ACA853","853","LHR","EGLL","2","2023-06-08 08:30","YYZ","CYYZ",NA,465
"BA","BAW","BA7006","BAW7006","7006","LHR","EGLL","4","2023-06-08 08:30","DOH","OTHH",NA,400
"LH","DLH","LH925","DLH925","925","LHR","EGLL","2","2023-06-08 08:30","FRA","EDDF",NA,95
"AA","AAL","AA6410","AAL6410","6410","LHR","EGLL","5","2023-06-08 08:35","BER","EDDB",NA,115
"AA","AAL","AA6837","AAL6837","6837","LHR","EGLL","5","2023-06-08 08:35","VCE","LIPZ",NA,140
"AA","AAL","AA6965","AAL6965","6965","LHR","EGLL","3","2023-06-08 08:35","NUE","EDDN",NA,105
"AA","AAL","AA51","AAL51","51","LHR","EGLL","3","2023-06-08 08:40","DFW","KDFW",NA,605
"AA","AAL","AA7032","AAL7032","7032","LHR","EGLL","5","2023-06-08 08:40","CFU","LGKR",NA,200
"AC","ACA","AC6818","ACA6818","6818","LHR","EGLL","2","2023-06-08 08:40","ZRH","LSZH",NA,115
"CZ","CSN","CZ7661","CSN7661","7661","LHR","EGLL","4","2023-06-08 08:40","AMS","EHAM",NA,80
"AA","AAL","AA6467","AAL6467","6467","LHR","EGLL","5","2023-06-08 08:45","MAN","EGCC",NA,65
"AA","AAL","AA6554","AAL6554","6554","LHR","EGLL","5","2023-06-08 08:45","CDG","LFPG",NA,75
"AC","ACA","AC6968","ACA6968","6968","LHR","EGLL","2","2023-06-08 08:45","HAM","EDDH",NA,90
"BA","BAW","BA4002","BAW4002","4002","LHR","EGLL","2","2023-06-08 08:45","LDY","EGAE",NA,85
"BA","BAW","BA496","BAW496","496","LHR","EGLL","5","2023-06-08 08:45","PMI","LEPA",NA,145
"AA","AAL","AA8035","AAL8035","8035","LHR","EGLL","2","2023-06-08 08:50","DUB","EIDW",NA,85
"AC","ACA","AC5351","ACA5351","5351","LHR","EGLL","2","2023-06-07 16:40","IAD","KIAD",979,505
"AC","ACA","AC6948","ACA6948","6948","LHR","EGLL","2","2023-06-08 08:50","CGN","EDDK",NA,80
"AA","AAL","AA6543","AAL6543","6543","LHR","EGLL","5","2023-06-08 08:55","MUC","EDDM",NA,115
"AA","AAL","AA6728","AAL6728","6728","LHR","EGLL","5","2023-06-08 08:55","BCN","LEBL",NA,135
"AF","AFR","AF7551","AFR7551","7551","LHR","EGLL","4","2023-06-08 08:55","NCE","LFMN",NA,120
"LX","SWR","LX353","SWR353","353","LHR","EGLL","2","2023-06-08 08:55","GVA","LSGG",NA,95
"AA","AAL","AA6624","AAL6624","6624","LHR","EGLL","5","2023-06-08 09:00","EDI","EGPH",NA,85
"AF","AFR","AF1681","AFR1681","1681","LHR","EGLL","4","2023-06-08 09:00","CDG","LFPG",NA,80
"BA","BAW","BA7010","BAW7010","7010","LHR","EGLL","4","2023-06-08 09:00","DOH","OTHH",NA,405
"LH","DLH","LH2471","DLH2471","2471","LHR","EGLL","2","2023-06-08 09:00","MUC","EDDM",NA,110
