"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"GF","GFA","GF6680","GFA6680","6680","LHR","EGLL","3","2023-06-07 15:15","JFK","KJFK",NA,469
"LY","ELY","LY316","ELY316","316","LHR","EGLL","4","2023-06-07 15:15","TLV","LLBG",NA,285
"IB","IBE","IB7576","IBE7576","7576","LHR","EGLL","5","2023-06-07 15:15","EDI","EGPH",NA,85
"BA","BAW","BA942","BAW942","942","LHR","EGLL","5","2023-06-07 15:15","DUS","EDDL",NA,85
"JL","JAL","JL7157","JAL7157","7157","LHR","EGLL","5","2023-06-07 15:10","BLQ","LIPE",6,130
"UU","REU","UU8781","REU8781","8781","LHR","EGLL","4","2023-06-07 15:20","CDG","LFPG",NA,80
"BA","BAW","BA568","BAW568","568","LHR","EGLL","5","2023-06-07 15:20","LIN","LIML",NA,125
"AC","ACA","AC5365","ACA5365","5365","LHR","EGLL","2","2023-06-07 15:20","ORD","KORD",NA,535
"KL","KLM","KL6116","KLM6116","6116","LHR","EGLL","3","2023-06-07 15:10","SLC","KSLC",NA,630
"EI","EIN","EI8967","EIN8967","8967","LHR","EGLL","5","2023-06-07 15:30","PDX","KPDX",NA,590
"JL","JAL","JL7821","JAL7821","7821","LHR","EGLL","5","2023-06-07 15:20","FRA","EDDF",10,100
"SK","SAS","SK806","SAS806","806","LHR","EGLL","2","2023-06-07 15:35","OSL","ENGM",6,135
"VS","VIR","VS4036","VIR4036","4036","LHR","EGLL","3","2023-06-07 15:25","SEA","KSEA",NA,630
"BA","BAW","BA606","BAW606","606","LHR","EGLL","5","2023-06-07 15:35","PSA","LIRP",NA,135
"EI","EIN","EI8997","EIN8997","8997","LHR","EGLL","5","2023-06-07 15:35","ORD","KORD",NA,520
"AM","AMX","AM7678","AMX7678","7678","LHR","EGLL","3","2023-06-07 15:40","MCO","KMCO",NA,561
"BA","BAW","BA614","BAW614","614","LHR","EGLL","5","2023-06-07 15:40","BDS","LIBR",NA,180
"QR","QTR","QR6217","QTR6217","6217","LHR","EGLL","3","2023-06-07 15:40","BDA","TXKF",NA,435
"BA","BAW","BA1418","BAW1418","1418","LHR","EGLL","5","2023-06-07 15:45","BHD","EGAC",NA,85
"AA","AAL","AA6455","AAL6455","6455","LHR","EGLL","5","2023-06-07 15:45","FCO","LIRF",NA,160
"EI","EIN","EI8969","EIN8969","8969","LHR","EGLL","5","2023-06-07 15:45","LAX","KLAX",NA,670
"BA","BAW","BA1346","BAW1346","1346","LHR","EGLL","5","2023-06-07 15:45","JER","EGJJ",NA,65
"BA","BAW","BA966","BAW966","966","LHR","EGLL","5","2023-06-07 15:50","HAM","EDDH",NA,100
"IB","IBE","IB3177","IBE3177","3177","LHR","EGLL","5","2023-06-07 15:50","MAD","LEMD",NA,150
"AA","AAL","AA6459","AAL6459","6459","LHR","EGLL","5","2023-06-07 15:55","AMS","EHAM",NA,80
"ME","MEA","ME4521","MEA4521","4521","LHR","EGLL","2","2023-06-07 15:55","YYZ","CYYZ",NA,475
"AA","AAL","AA7041","AAL7041","7041","LHR","EGLL","5","2023-06-07 15:55","PMI","LEPA",NA,145
"AC","ACA","AC5801","ACA5801","5801","LHR","EGLL","2","2023-06-07 16:00","EWR","KEWR",NA,490
"VA","VOZ","VA6109","VOZ6109","6109","LHR","EGLL","4","2023-06-07 16:00","DOH","OTHH",NA,405
"AY","FIN","AY5429","FIN5429","5429","LHR","EGLL","5","2023-06-07 16:00","BWI","KBWI",NA,485
"AY","FIN","AY5437","FIN5437","5437","LHR","EGLL","5","2023-06-07 16:00","MSY","KMSY",NA,590
"QR","QTR","QR9728","QTR9728","9728","LHR","EGLL","5","2023-06-07 16:00","NCE","LFMN",NA,125
"IB","IBE","IB7417","IBE7417","7417","LHR","EGLL","5","2023-06-07 15:20","MEX","MMMX",45,685
"AA","AAL","AA6438","AAL6438","6438","LHR","EGLL","5","2023-06-07 16:05","BRU","EBBR",NA,70
"IB","IBE","IB7363","IBE7363","7363","LHR","EGLL","5","2023-06-07 16:05","CVG","KCVG",NA,520
"AF","AFR","AF9888","AFR9888","9888","LHR","EGLL","3","2023-06-07 16:05","TPA","KTPA",NA,590
"SV","SVA","SV112","SVA112","112","LHR","EGLL","4","2023-06-07 16:05","JED","OEJN",NA,370
"AA","AAL","AA7045","AAL7045","7045","LHR","EGLL","3","2023-06-07 16:05","KRK","EPKK",NA,150
"AY","FIN","AY1336","FIN1336","1336","LHR","EGLL","3","2023-06-07 16:10","HEL","EFHK",NA,170
"EI","EIN","EI8927","EIN8927","8927","LHR","EGLL","5","2023-06-07 16:10","ATL","KATL",NA,555
"BA","BAW","BA718","BAW718","718","LHR","EGLL","5","2023-06-07 16:10","ZRH","LSZH",NA,105
"SV","SVA","SV122","SVA122","122","LHR","EGLL","4","2023-06-07 16:15","RUH","OERK",NA,405
"BA","BAW","BA4006","BAW4006","4006","LHR","EGLL","2","2023-06-07 16:15","LDY","EGAE",NA,85
"QR","QTR","QR9768","QTR9768","9768","LHR","EGLL","5","2023-06-07 16:15","FAO","LPFR",NA,175
"NZ","ANZ","NZ9835","ANZ9835","9835","LHR","EGLL","2","2023-06-07 16:15","LAX","KLAX",NA,665
"IB","IBE","IB7511","IBE7511","7511","LHR","EGLL","3","2023-06-07 16:20","GOT","ESGG",NA,120
"BA","BAW","BA820","BAW820","820","LHR","EGLL","5","2023-06-07 16:20","CPH","EKCH",NA,115
"AA","AAL","AA6913","AAL6913","6913","LHR","EGLL","5","2023-06-07 16:20","JFK","KJFK",NA,480
"AT","RAM","AT5200","RAM5200","5200","LHR","EGLL","5","2023-06-07 16:25","EDI","EGPH",NA,85
"VS","VIR","VS153","VIR153","153","LHR","EGLL","3","2023-06-07 16:25","JFK","KJFK",NA,465
"IB","IBE","IB7466","IBE7466","7466","LHR","EGLL","5","2023-06-07 16:30","MAD","LEMD",NA,145
"KL","KLM","KL4806","KLM4806","4806","LHR","EGLL","3","2023-06-07 16:30","LAS","KLAS",NA,640
"OU","CTN","OU5487","CTN5487","5487","LHR","EGLL","2","2023-06-07 16:30","FRA","EDDF",NA,95
"AA","AAL","AA7033","AAL7033","7033","LHR","EGLL","3","2023-06-07 16:30","VLC","LEVC",NA,145
"TP","TAP","TP7445","TAP7445","7445","LHR","EGLL","2","2023-06-07 16:35","ATH","LGAV",NA,215
"IB","IBE","IB7532","IBE7532","7532","LHR","EGLL","5","2023-06-07 16:40","ABZ","EGPD",NA,95
"TK","THY","TK1986","THY1986","1986","LHR","EGLL","2","2023-06-07 16:40","IST","LTFM",NA,230
"BA","BAW","BA954","BAW954","954","LHR","EGLL","5","2023-06-07 16:40","MUC","EDDM",NA,125
"BA","BAW","BA608","BAW608","608","LHR","EGLL","3","2023-06-07 16:40","OLB","LIEO",NA,160
"BA","BAW","BA189","BAW189","189","LHR","EGLL","5","2023-06-07 16:45","EWR","KEWR",NA,465
"KU","KAC","KU102","KAC102","102","LHR","EGLL","4","2023-06-07 16:45","KWI","OKBK",NA,355
"AA","AAL","AA8047","AAL8047","8047","LHR","EGLL","2","2023-06-07 16:50","DUB","EIDW",NA,85
"AA","AAL","AA6568","AAL6568","6568","LHR","EGLL","5","2023-06-07 16:50","GLA","EGPF",NA,85
"IB","IBE","IB7435","IBE7435","7435","LHR","EGLL","5","2023-06-07 16:50","LAS","KLAS",NA,640
"QF","QFA","QF8030","QFA8030","8030","LHR","EGLL","3","2023-06-07 16:50","DXB","OMDB",NA,415
"LY","ELY","LY8067","ELY8067","8067","LHR","EGLL","3","2023-06-07 16:55","CLT","KCLT",NA,515
"JL","JAL","JL7161","JAL7161","7161","LHR","EGLL","5","2023-06-07 16:55","BCN","LEBL",NA,125
"AY","FIN","AY5503","FIN5503","5503","LHR","EGLL","5","2023-06-07 16:55","BOS","KBOS",NA,455
"EI","EIN","EI8871","EIN8871","8871","LHR","EGLL","5","2023-06-07 16:55","PIT","KPIT",NA,480
"OZ","AAR","OZ9383","AAR9383","9383","LHR","EGLL","2","2023-06-07 17:00","ZAG","LDZA",NA,125
"SQ","SIA","SQ2646","SIA2646","2646","LHR","EGLL","2","2023-06-07 17:00","CPH","EKCH",NA,110
"AA","AAL","AA107","AAL107","107","LHR","EGLL","3","2023-06-07 17:00","JFK","KJFK",NA,469
"RJ","RJA","RJ112","RJA112","112","LHR","EGLL","3","2023-06-07 17:05","AMM","OJAI",NA,305
"EY","ETD","EY2859","ETD2859","2859","LHR","EGLL","4","2023-06-07 17:05","FCO","LIRF",NA,160
"AA","AAL","AA7027","AAL7027","7027","LHR","EGLL","5","2023-06-07 17:05","TLV","LLBG",NA,290
"KL","KLM","KL1022","KLM1022","1022","LHR","EGLL","4","2023-06-07 17:10","AMS","EHAM",NA,85
"LX","SWR","LX325","SWR325","325","LHR","EGLL","2","2023-06-07 17:10","ZRH","LSZH",NA,105
"AA","AAL","AA6922","AAL6922","6922","LHR","EGLL","5","2023-06-07 17:10","YYZ","CYYZ",NA,465
"IB","IBE","IB3171","IBE3171","3171","LHR","EGLL","5","2023-06-07 17:10","MAD","LEMD",NA,150
"BA","BAW","BA914","BAW914","914","LHR","EGLL","5","2023-06-07 17:10","FRA","EDDF",NA,100
"EI","EIN","EI8993","EIN8993","8993","LHR","EGLL","5","2023-06-07 17:15","IAD","KIAD",NA,490
"QR","QTR","QR2245","QTR2245","2245","LHR","EGLL","3","2023-06-07 17:15","LAX","KLAX",NA,679
"LX","SWR","LX349","SWR349","349","LHR","EGLL","2","2023-06-07 17:15","GVA","LSGG",NA,100
"BA","BAW","BA994","BAW994","994","LHR","EGLL","5","2023-06-07 17:20","BER","EDDB",NA,115
"AA","AAL","AA7030","AAL7030","7030","LHR","EGLL","5","2023-06-07 17:20","AMM","OJAI",NA,315
"QR","QTR","QR6274","QTR6274","6274","LHR","EGLL","5","2023-06-07 17:25","EDI","EGPH",NA,85
"BA","BAW","BA856","BAW856","856","LHR","EGLL","3","2023-06-07 17:25","PRG","LKPR",NA,120
"BA","BAW","BA85","BAW85","85","LHR","EGLL","5","2023-06-07 17:25","YVR","CYVR",NA,575
"JL","JAL","JL7799","JAL7799","7799","LHR","EGLL","5","2023-06-07 17:30","WAW","EPWA",NA,145
"SQ","SIA","SQ2571","SIA2571","2571","LHR","EGLL","3","2023-06-07 17:30","SFO","KSFO",NA,660
"SQ","SIA","SQ2523","SIA2523","2523","LHR","EGLL","3","2023-06-07 17:30","LAX","KLAX",NA,670
"SQ","SIA","SQ2662","SIA2662","2662","LHR","EGLL","2","2023-06-07 17:30","OSL","ENGM",NA,135
"NH","ANA","NH6138","ANA6138","6138","LHR","EGLL","2","2023-06-07 17:30","FRA","EDDF",NA,95
"AC","ACA","AC6964","ACA6964","6964","LHR","EGLL","2","2023-06-07 17:35","DUS","EDDL",NA,80
"MK","MAU","MK9417","MAU9417","9417","LHR","EGLL","4","2023-06-07 17:35","CDG","LFPG",NA,80
"JL","JAL","JL7127","JAL7127","7127","LHR","EGLL","5","2023-06-07 17:35","BHD","EGAC",NA,85
"BA","BAW","BA920","BAW920","920","LHR","EGLL","3","2023-06-07 17:35","STR","EDDS",NA,105
"FB","LZB","FB852","LZB852","852","LHR","EGLL","4","2023-06-07 17:35","SOF","LBSF",NA,190
"EI","EIN","EI8324","EIN8324","8324","LHR","EGLL","5","2023-06-07 17:40","DUB","EIDW",NA,90
"BA","BAW","BA736","BAW736","736","LHR","EGLL","5","2023-06-07 17:45","GVA","LSGG",NA,100
"AA","AAL","AA6465","AAL6465","6465","LHR","EGLL","5","2023-06-07 17:45","IST","LTFM",NA,245
"SN","BEL","SN2096","BEL2096","2096","LHR","EGLL","2","2023-06-07 17:50","BRU","EBBR",NA,65
"LH","DLH","LH2479","DLH2479","2479","LHR","EGLL","2","2023-06-07 17:50","MUC","EDDM",NA,110
"T5","TUA","T5422","TUA422","422","LHR","EGLL","4","2023-06-07 17:50","ASB","UTAA",NA,370
"VS","VIR","VS4007","VIR4007","4007","LHR","EGLL","3","2023-06-07 17:50","JFK","KJFK",NA,485
"SV","SVA","SV108","SVA108","108","LHR","EGLL","4","2023-06-07 17:50","JED","OEJN",NA,370
"AA","AAL","AA6551","AAL6551","6551","LHR","EGLL","5","2023-06-07 17:50","NCE","LFMN",NA,125
"LH","DLH","LH7813","DLH7813","7813","LHR","EGLL","2","2023-06-07 18:00","EWR","KEWR",NA,490
"LX","SWR","LX3116","SWR3116","3116","LHR","EGLL","2","2023-06-07 18:00","BOS","KBOS",NA,460
"VS","VIR","VS4096","VIR4096","4096","LHR","EGLL","3","2023-06-07 16:20","LAX","KLAX",100,695
"LH","DLH","LH6586","DLH6586","6586","LHR","EGLL","2","2023-06-07 18:00","YYZ","CYYZ",NA,475
"BA","BAW","BA442","BAW442","442","LHR","EGLL","5","2023-06-07 18:00","AMS","EHAM",NA,80
"BA","BAW","BA31","BAW31","31","LHR","EGLL","5","2023-06-07 18:00","HKG","VHHH",NA,760
"EI","EIN","EI8879","EIN8879","8879","LHR","EGLL","5","2023-06-07 18:05","JFK","KJFK",NA,475
"JL","JAL","JL7165","JAL7165","7165","LHR","EGLL","5","2023-06-07 18:05","MAN","EGCC",NA,65
"AA","AAL","AA6920","AAL6920","6920","LHR","EGLL","5","2023-06-07 18:05","YUL","CYUL",NA,430
"AA","AAL","AA7024","AAL7024","7024","LHR","EGLL","5","2023-06-07 18:05","CAI","HECA",NA,300
"SK","SAS","SK528","SAS528","528","LHR","EGLL","2","2023-06-07 18:05","ARN","ESSA",NA,150
"BA","BAW","BA5975","BAW5975","5975","LHR","EGLL","2","2023-06-07 18:10","DUB","EIDW",NA,85
"AA","AAL","AA9006","AAL9006","9006","LHR","EGLL","3","2023-06-07 18:10","HEL","EFHK",NA,170
"IB","IBE","IB7534","IBE7534","7534","LHR","EGLL","5","2023-06-07 18:10","ABZ","EGPD",NA,95
"AT","RAM","AT801","RAM801","801","LHR","EGLL","4","2023-06-07 18:10","CMN","GMMN",NA,205
"UA","UAL","UA6812","UAL6812","6812","LHR","EGLL","2","2023-06-07 18:10","WAW","EPWA",NA,155
"QR","QTR","QR9791","QTR9791","9791","LHR","EGLL","5","2023-06-07 18:15","JER","EGJJ",NA,65
"BA","BAW","BA672","BAW672","672","LHR","EGLL","5","2023-06-07 18:15","LCA","LCLK",NA,275
"BA","BAW","BA426","BAW426","426","LHR","EGLL","5","2023-06-07 18:15","NAP","LIRN",NA,160
"RJ","RJA","RJ3019","RJA3019","3019","LHR","EGLL","5","2023-06-07 18:20","GLA","EGPF",NA,85
"BG","BBC","BG202","BBC202","202","LHR","EGLL","4","2023-06-07 18:20","ZYL","VGSY",NA,600
"CX","CPA","CX250","CPA250","250","LHR","EGLL","3","2023-06-07 18:20","HKG","VHHH",NA,740
