"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"AA","AAL","AA7027","AAL7027","7027","LHR","EGLL","5","2023-06-08 17:05","TLV","LLBG",7,290
"CX","CPA","CX238","CPA238","238","LHR","EGLL","3","2023-06-08 17:00","HKG","VHHH",14,735
"LX","SWR","LX349","SWR349","349","LHR","EGLL","2","2023-06-08 17:15","GVA","LSGG",NA,100
"IB","IBE","IB3171","IBE3171","3171","LHR","EGLL","5","2023-06-08 17:10","MAD","LEMD",10,150
"BA","BAW","BA966","BAW966","966","LHR","EGLL","5","2023-06-08 17:10","HAM","EDDH",8,100
"QR","QTR","QR6299","QTR6299","6299","LHR","EGLL","5","2023-06-08 17:10","YYZ","CYYZ",10,465
"AY","FIN","AY5533","FIN5533","5533","LHR","EGLL","5","2023-06-08 17:15","IAD","KIAD",6,490
"RJ","RJA","RJ7011","RJA7011","7011","LHR","EGLL","3","2023-06-08 17:15","LAX","KLAX",9,679
"LH","DLH","LH5331","DLH5331","5331","LHR","EGLL","2","2023-06-08 17:35","DUS","EDDL",NA,80
"AA","AAL","AA6637","AAL6637","6637","LHR","EGLL","3","2023-06-08 17:25","STR","EDDS",NA,105
"BT","BTI","BT325","BTI325","325","LHR","EGLL","2","2023-06-08 17:10","ZRH","LSZH",10,105
"QR","QTR","QR5924","QTR5924","5924","LHR","EGLL","5","2023-06-08 17:25","YVR","CYVR",NA,575
"NZ","ANZ","NZ4163","ANZ4163","4163","LHR","EGLL","3","2023-06-08 17:30","SFO","KSFO",NA,660
"TK","THY","TK1986","THY1986","1986","LHR","EGLL","2","2023-06-08 16:40","IST","LTFM",49,230
"AM","AMX","AM7659","AMX7659","7659","LHR","EGLL","3","2023-06-08 17:30","LAX","KLAX",NA,670
"NH","ANA","NH6138","ANA6138","6138","LHR","EGLL","2","2023-06-08 17:30","FRA","EDDF",NA,95
"EI","EIN","EI8314","EIN8314","8314","LHR","EGLL","5","2023-06-08 17:30","BHD","EGAC",NA,85
"UA","UAL","UA6989","UAL6989","6989","LHR","EGLL","2","2023-06-08 17:30","OSL","ENGM",NA,135
"MS","MSR","MS9615","MSR9615","9615","LHR","EGLL","2","2023-06-08 14:10","YVR","CYVR",156,575
"AA","AAL","AA6471","AAL6471","6471","LHR","EGLL","5","2023-06-08 17:20","CPH","EKCH",13,115
"CX","CPA","CX7149","CPA7149","7149","LHR","EGLL","5","2023-06-08 17:25","DUS","EDDL",10,85
"UU","REU","UU8281","REU8281","8281","LHR","EGLL","4","2023-06-08 17:35","CDG","LFPG",4,80
"BA","BAW","BA486","BAW486","486","LHR","EGLL","5","2023-06-08 17:05","BCN","LEBL",35,125
"BA","BAW","BA370","BAW370","370","LHR","EGLL","3","2023-06-08 17:40","MRS","LFML",NA,120
"BA","BAW","BA418","BAW418","418","LHR","EGLL","3","2023-06-08 17:40","LUX","ELLX",NA,80
"BA","BAW","BA332","BAW332","332","LHR","EGLL","5","2023-06-08 17:35","NCE","LFMN",NA,125
"BA","BAW","BA312","BAW312","312","LHR","EGLL","5","2023-06-08 17:20","AMM","OJAI",11,315
"QR","QTR","QR9747","QTR9747","9747","LHR","EGLL","5","2023-06-08 17:35","ZRH","LSZH",10,105
"BA","BAW","BA592","BAW592","592","LHR","EGLL","5","2023-06-08 17:45","MXP","LIMC",NA,120
"OS","AUA","OS7799","AUA7799","7799","LHR","EGLL","2","2023-06-08 18:00","EWR","KEWR",NA,490
"PK","PIA","PK5932","PIA5932","5932","LHR","EGLL","2","2023-06-08 18:00","IST","LTFM",NA,235
"SQ","SIA","SQ2826","SIA2826","2826","LHR","EGLL","2","2023-06-08 17:50","BRU","EBBR",NA,65
"VS","VIR","VS4007","VIR4007","4007","LHR","EGLL","3","2023-06-08 17:50","JFK","KJFK",NA,485
"EI","EIN","EI8879","EIN8879","8879","LHR","EGLL","5","2023-06-08 18:05","JFK","KJFK",NA,475
"IR","IRA","IR710","IRA710","710","LHR","EGLL","3","2023-06-08 17:55","IKA","OIIE",NA,360
"AC","ACA","AC5479","ACA5479","5479","LHR","EGLL","2","2023-06-08 18:00","BOS","KBOS",NA,460
"AC","ACA","AC9943","ACA9943","9943","LHR","EGLL","2","2023-06-08 17:00","CPH","EKCH",60,110
"A3","AEE","A33059","AEE3059","3059","LHR","EGLL","2","2023-06-08 18:00","YYZ","CYYZ",NA,475
"AV","AVA","AV6524","AVA6524","6524","LHR","EGLL","2","2023-06-08 17:50","MUC","EDDM",12,110
"SL","SZS","SL528","SZS528","528","LHR","EGLL","2","2023-06-08 18:05","ARN","ESSA",NA,150
"KC","KZR","KC664","KZR664","664","LHR","EGLL","4","2023-06-08 18:05","SCO","UATE",NA,350
"EI","EIN","EI8795","EIN8795","8795","LHR","EGLL","5","2023-06-08 18:15","YUL","CYUL",NA,430
"LO","LOT","LO280","LOT280","280","LHR","EGLL","2","2023-06-08 18:10","WAW","EPWA",NA,155
"UL","ALK","UL3234","ALK3234","3234","LHR","EGLL","3","2023-06-08 18:10","HEL","EFHK",NA,170
"EI","EIN","EI8324","EIN8324","8324","LHR","EGLL","5","2023-06-08 18:10","DUB","EIDW",NA,90
"BA","BAW","BA8441","BAW8441","8441","LHR","EGLL","4","2023-06-08 18:10","CMN","GMMN",NA,205
"JL","JAL","JL7105","JAL7105","7105","LHR","EGLL","5","2023-06-08 18:15","AMS","EHAM",NA,80
"JL","JAL","JL7163","JAL7163","7163","LHR","EGLL","5","2023-06-08 18:15","EDI","EGPH",NA,85
"BA","BAW","BA322","BAW322","322","LHR","EGLL","5","2023-06-08 17:15","CDG","LFPG",60,80
"BA","BAW","BA400","BAW400","400","LHR","EGLL","5","2023-06-08 18:05","CAI","HECA",10,300
"AA","AAL","AA6518","AAL6518","6518","LHR","EGLL","5","2023-06-08 18:15","NAP","LIRN",NA,160
"CX","CPA","CX250","CPA250","250","LHR","EGLL","3","2023-06-08 18:20","HKG","VHHH",NA,740
"AA","AAL","AA8071","AAL8071","8071","LHR","EGLL","2","2023-06-08 18:25","ORK","EICK",NA,85
"BA","BAW","BA61","BAW61","61","LHR","EGLL","5","2023-06-08 18:35","MLE","VRMM",NA,625
"KQ","KQA","KQ101","KQA101","101","LHR","EGLL","4","2023-06-08 18:25","NBO","HKJK",NA,515
"QR","QTR","QR9791","QTR9791","9791","LHR","EGLL","5","2023-06-08 18:30","JER","EGJJ",NA,65
"BA","BAW","BA31","BAW31","31","LHR","EGLL","5","2023-06-08 18:00","HKG","VHHH",30,760
"SQ","SIA","SQ2587","SIA2587","2587","LHR","EGLL","3","2023-06-08 18:35","JFK","KJFK",NA,455
"AA","AAL","AA6465","AAL6465","6465","LHR","EGLL","5","2023-06-08 18:35","IST","LTFM",NA,240
"SL","SZS","SL1516","SZS1516","1516","LHR","EGLL","2","2023-06-08 18:40","CPH","EKCH",NA,110
"BA","BAW","BA598","BAW598","598","LHR","EGLL","5","2023-06-08 18:40","VCE","LIPZ",NA,130
"NH","ANA","NH6754","ANA6754","6754","LHR","EGLL","2","2023-06-08 18:40","ZRH","LSZH",NA,100
"BA","BAW","BA1316","BAW1316","1316","LHR","EGLL","5","2023-06-08 18:30","ABZ","EGPD",10,95
"VY","VLG","VY5181","VLG5181","5181","LHR","EGLL","5","2023-06-08 18:45","MAD","LEMD",NA,145
"JL","JAL","JL7829","JAL7829","7829","LHR","EGLL","3","2023-06-08 18:50","OTP","LROP",6,195
"VS","VIR","VS354","VIR354","354","LHR","EGLL","3","2023-06-08 18:50","BOM","VABB",NA,560
"BA","BAW","BA7856","BAW7856","7856","LHR","EGLL","2","2023-06-08 18:50","DND","EGPN",NA,100
"QR","QTR","QR2296","QTR2296","2296","LHR","EGLL","3","2023-06-08 18:50","LAX","KLAX",NA,680
"AY","FIN","AY5483","FIN5483","5483","LHR","EGLL","5","2023-06-08 19:05","JFK","KJFK",NA,465
"MK","MAU","MK53","MAU53","53","LHR","EGLL","4","2023-06-08 18:55","MRU","FIMP",NA,705
"AZ","ITY","AZ247","ITY247","247","LHR","EGLL","4","2023-06-08 18:55","LIN","LIML",NA,115
"BA","BAW","BA570","BAW570","570","LHR","EGLL","5","2023-06-08 18:35","LIN","LIML",24,120
"NH","ANA","NH212","ANA212","212","LHR","EGLL","2","2023-06-08 19:00","HND","RJTT",NA,845
"SL","SZS","SL1524","SZS1524","1524","LHR","EGLL","2","2023-06-08 19:00","ARN","ESSA",NA,145
"UA","UAL","UA9633","UAL9633","9633","LHR","EGLL","2","2023-06-08 19:00","STR","EDDS",NA,95
"AF","AFR","AF9651","AFR9651","9651","LHR","EGLL","3","2023-06-08 19:05","IAD","KIAD",NA,505
"BA","BAW","BA558","BAW558","558","LHR","EGLL","5","2023-06-08 19:05","FCO","LIRF",NA,160
"JL","JAL","JL7727","JAL7727","7727","LHR","EGLL","5","2023-06-08 19:05","HAM","EDDH",NA,100
"QR","QTR","QR5907","QTR5907","5907","LHR","EGLL","5","2023-06-08 19:05","JNB","FAOR",NA,660
"MS","MSR","MS9533","MSR9533","9533","LHR","EGLL","2","2023-06-08 18:45","LIS","LPPT",25,160
"VY","VLG","VY5229","VLG5229","5229","LHR","EGLL","5","2023-06-08 19:10","MAD","LEMD",NA,150
"BA","BAW","BA5945","BAW5945","5945","LHR","EGLL","2","2023-06-08 19:10","SNN","EINN",NA,85
"BA","BAW","BA181","BAW181","181","LHR","EGLL","5","2023-06-08 19:10","EWR","KEWR",NA,470
"CI","CAL","CI9590","CAL9590","9590","LHR","EGLL","4","2023-06-08 19:15","AMS","EHAM",NA,70
"BA","BAW","BA946","BAW946","946","LHR","EGLL","5","2023-06-08 19:15","DUS","EDDL",NA,85
"NH","ANA","NH6756","ANA6756","6756","LHR","EGLL","2","2023-06-08 19:15","GVA","LSGG",NA,105
"MH","MAS","MH9832","MAS9832","9832","LHR","EGLL","5","2023-06-08 19:05","EDI","EGPH",14,85
"MH","MAS","MH9920","MAS9920","9920","LHR","EGLL","3","2023-06-08 19:20","VIE","LOWW",NA,140
"KQ","KQA","KQ4082","KQA4082","4082","LHR","EGLL","5","2023-06-08 19:20","INV","EGPE",NA,100
"JL","JAL","JL44","JAL44","44","LHR","EGLL","3","2023-06-08 19:20","HND","RJTT",NA,835
"LH","DLH","LH917","DLH917","917","LHR","EGLL","2","2023-06-08 18:30","FRA","EDDF",50,95
"QR","QTR","QR9753","QTR9753","9753","LHR","EGLL","5","2023-06-08 19:25","BHD","EGAC",NA,85
"QR","QTR","QR9758","QTR9758","9758","LHR","EGLL","5","2023-06-08 19:25","JER","EGJJ",NA,65
"EW","EWG","EW7461","EWG7461","7461","LHR","EGLL","2","2023-06-08 19:25","HAM","EDDH",NA,90
"JL","JAL","JL7743","JAL7743","7743","LHR","EGLL","5","2023-06-08 19:25","BCN","LEBL",NA,125
"MH","MAS","MH9906","MAS9906","9906","LHR","EGLL","5","2023-06-08 19:25","BER","EDDB",NA,115
"LH","DLH","LH2487","DLH2487","2487","LHR","EGLL","2","2023-06-08 19:10","MUC","EDDM",24,110
"BA","BAW","BA11","BAW11","11","LHR","EGLL","5","2023-06-08 19:30","SIN","WSSS",NA,815
"SK","SAS","SK812","SAS812","812","LHR","EGLL","2","2023-06-08 19:30","OSL","ENGM",NA,130
"AA","AAL","AA8075","AAL8075","8075","LHR","EGLL","2","2023-06-08 19:35","DUB","EIDW",NA,80
"AY","FIN","AY5936","FIN5936","5936","LHR","EGLL","5","2023-06-08 19:35","ARN","ESSA",NA,150
"QR","QTR","QR9742","QTR9742","9742","LHR","EGLL","5","2023-06-08 19:35","AMS","EHAM",NA,80
"VS","VIR","VS5502","VIR5502","5502","LHR","EGLL","4","2023-06-08 19:35","ICN","RKSI",NA,740
"BA","BAW","BA916","BAW916","916","LHR","EGLL","5","2023-06-08 19:40","FRA","EDDF",NA,100
"JL","JAL","JL7827","JAL7827","7827","LHR","EGLL","5","2023-06-08 19:40","HAJ","EDDV",NA,95
"AM","AMX","AM6044","AMX6044","6044","LHR","EGLL","4","2023-06-08 19:45","CDG","LFPG",NA,75
"MH","MAS","MH9932","MAS9932","9932","LHR","EGLL","5","2023-06-08 19:45","ZRH","LSZH",NA,105
"TK","THY","TK1972","THY1972","1972","LHR","EGLL","2","2023-06-08 18:30","IST","LTFM",75,220
"AC","ACA","AC6200","ACA6200","6200","LHR","EGLL","2","2023-06-08 19:30","VIE","LOWW",16,130
"QR","QTR","QR12","QTR12","12","LHR","EGLL","4","2023-06-08 19:45","DOH","OTHH",NA,405
"BA","BAW","BA672","BAW672","672","LHR","EGLL","5","2023-06-08 18:35","LCA","LCLK",72,275
"S4","RZO","S48619","RZO8619","8619","LHR","EGLL","2","2023-06-08 19:50","LIS","LPPT",NA,160
"SK","SAS","SK4628","SAS4628","4628","LHR","EGLL","2","2023-06-08 19:50","SVG","ENZV",NA,110
"QF","QFA","QF8032","QFA8032","8032","LHR","EGLL","3","2023-06-08 19:50","DXB","OMDB",NA,420
"RJ","RJA","RJ3019","RJA3019","3019","LHR","EGLL","5","2023-06-08 18:20","GLA","EGPF",87,85
"AA","AAL","AA6472","AAL6472","6472","LHR","EGLL","5","2023-06-08 19:55","CPH","EKCH",NA,115
"MH","MAS","MH9860","MAS9860","9860","LHR","EGLL","5","2023-06-08 20:00","GVA","LSGG",NA,100
"AA","AAL","AA6589","AAL6589","6589","LHR","EGLL","3","2023-06-08 20:00","PRG","LKPR",NA,120
"AA","AAL","AA6426","AAL6426","6426","LHR","EGLL","3","2023-06-08 20:05","STR","EDDS",NA,105
"LX","SWR","LX339","SWR339","339","LHR","EGLL","2","2023-06-08 20:05","ZRH","LSZH",NA,100
"VS","VIR","VS300","VIR300","300","LHR","EGLL","3","2023-06-08 20:05","DEL","VIDP",NA,535
"IB","IBE","IB7561","IBE7561","7561","LHR","EGLL","5","2023-06-08 18:15","MAN","EGCC",112,65
"LA","LAN","LA1543","LAN1543","1543","LHR","EGLL","5","2023-06-08 20:10","MAD","LEMD",NA,150
"LA","LAN","LA5568","LAN5568","5568","LHR","EGLL","5","2023-06-08 20:10","EDI","EGPH",NA,85
"AY","FIN","AY5439","FIN5439","5439","LHR","EGLL","5","2023-06-08 20:10","BOS","KBOS",NA,440
"LH","DLH","LH919","DLH919","919","LHR","EGLL","2","2023-06-08 19:30","FRA","EDDF",40,95
"CX","CPA","CX256","CPA256","256","LHR","EGLL","3","2023-06-08 20:10","HKG","VHHH",NA,735
"BA","BAW","BA352","BAW352","352","LHR","EGLL","5","2023-06-08 20:15","NCE","LFMN",NA,120
"AY","FIN","AY5940","FIN5940","5940","LHR","EGLL","3","2023-06-08 20:15","OSL","ENGM",NA,135
"SQ","SIA","SQ2525","SIA2525","2525","LHR","EGLL","3","2023-06-08 20:15","JFK","KJFK",NA,485
"LM","LOG","LM658","LOG658","658","LHR","EGLL","2","2023-06-08 20:20","LDY","EGAE",NA,85
"AY","FIN","AY5984","FIN5984","5984","LHR","EGLL","5","2023-06-08 20:25","LIS","LPPT",NA,165
"KL","KLM","KL1032","KLM1032","1032","LHR","EGLL","4","2023-06-08 20:25","AMS","EHAM",NA,75
"QR","QTR","QR9796","QTR9796","9796","LHR","EGLL","5","2023-06-08 20:25","BRU","EBBR",NA,70
"CA","CCA","CA938","CCA938","938","LHR","EGLL","2","2023-06-08 20:25","PEK","ZBAA",NA,555
"LH","DLH","LH2481","DLH2481","2481","LHR","EGLL","2","2023-06-08 20:25","MUC","EDDM",NA,110
"QR","QTR","QR2240","QTR2240","2240","LHR","EGLL","3","2023-06-08 19:55","JFK","KJFK",35,469
"SQ","SIA","SQ2648","SIA2648","2648","LHR","EGLL","2","2023-06-08 20:30","CPH","EKCH",NA,110
"AA","AAL","AA6850","AAL6850","6850","LHR","EGLL","5","2023-06-08 20:30","ATH","LGAV",NA,215
"BA","BAW","BA958","BAW958","958","LHR","EGLL","5","2023-06-08 20:30","MUC","EDDM",NA,115
"MH","MAS","MH9874","MAS9874","9874","LHR","EGLL","5","2023-06-08 20:30","LYS","LFLL",NA,100
"KM","AMC","KM103","AMC103","103","LHR","EGLL","4","2023-06-08 20:30","MLA","LMML",NA,190
"MH","MAS","MH9884","MAS9884","9884","LHR","EGLL","5","2023-06-08 20:35","MAN","EGCC",NA,60
"MH","MAS","MH9674","MAS9674","9674","LHR","EGLL","5","2023-06-08 20:35","CDG","LFPG",NA,75
"JL","JAL","JL7153","JAL7153","7153","LHR","EGLL","5","2023-06-08 20:35","BLQ","LIPE",NA,130
"QF","QFA","QF8004","QFA8004","8004","LHR","EGLL","3","2023-06-08 20:40","DXB","OMDB",NA,415
"AA","AAL","AA6712","AAL6712","6712","LHR","EGLL","5","2023-06-08 20:40","MXP","LIMC",NA,120
"AA","AAL","AA6797","AAL6797","6797","LHR","EGLL","5","2023-06-08 20:40","TLS","LFBO",NA,110
"OZ","AAR","OZ522","AAR522","522","LHR","EGLL","2","2023-06-08 20:40","ICN","RKSI",NA,770
"IB","IBE","IB7521","IBE7521","7521","LHR","EGLL","3","2023-06-08 20:45","BUD","LHBP",NA,150
"GA","GIA","GA8971","GIA8971","8971","LHR","EGLL","2","2023-06-08 20:50","SIN","WSSS",NA,785
"WY","OMA","WY102","OMA102","102","LHR","EGLL","4","2023-06-08 20:50","MCT","OOMS",NA,435
"MH","MAS","MH9890","MAS9890","9890","LHR","EGLL","5","2023-06-08 20:50","NCL","EGNT",NA,70
"AA","AAL","AA6405","AAL6405","6405","LHR","EGLL","5","2023-06-08 20:50","EDI","EGPH",NA,85
"BA","BAW","BA802","BAW802","802","LHR","EGLL","3","2023-06-08 20:50","GOT","ESGG",NA,125
"IB","IBE","IB7596","IBE7596","7596","LHR","EGLL","5","2023-06-08 20:00","GLA","EGPF",55,85
"AV","AVA","AV2417","AVA2417","2417","LHR","EGLL","4","2023-06-08 20:55","AUH","OMAA",NA,410
"VS","VIR","VS6923","VIR6923","6923","LHR","EGLL","4","2023-06-08 20:55","AMS","EHAM",NA,70
"QF","QFA","QF2","QFA2","2","LHR","EGLL","3","2023-06-08 20:55","SIN","WSSS",NA,815
"AA","AAL","AA6582","AAL6582","6582","LHR","EGLL","5","2023-06-08 21:00","ABZ","EGPD",NA,90
"EI","EIN","EI8326","EIN8326","8326","LHR","EGLL","5","2023-06-08 21:05","DUB","EIDW",NA,80
"BA","BAW","BA1494","BAW1494","1494","LHR","EGLL","5","2023-06-08 21:05","GLA","EGPF",NA,80
"IB","IBE","IB7306","IBE7306","7306","LHR","EGLL","5","2023-06-08 21:10","SIN","WSSS",NA,815
"EI","EIN","EI183","EIN183","183","LHR","EGLL","2","2023-06-08 21:10","DUB","EIDW",NA,80
"AY","FIN","AY5977","FIN5977","5977","LHR","EGLL","5","2023-06-08 21:15","EDI","EGPH",NA,80
"UA","UAL","UA7211","UAL7211","7211","LHR","EGLL","2","2023-06-08 21:15","ADD","HAAB",NA,465
"IB","IBE","IB7393","IBE7393","7393","LHR","EGLL","5","2023-06-08 21:20","BOM","VABB",NA,560
"MU","CES","MU552","CES552","552","LHR","EGLL","4","2023-06-08 21:20","PVG","ZSPD",NA,680
"QR","QTR","QR2","QTR2","2","LHR","EGLL","4","2023-06-08 21:20","DOH","OTHH",NA,405
"BR","EVA","BR2228","EVA2228","2228","LHR","EGLL","2","2023-06-08 21:25","BKK","VTBS",NA,695
"AA","AAL","AA6753","AAL6753","6753","LHR","EGLL","5","2023-06-08 21:25","JNB","FAOR",NA,650
"AY","FIN","AY4415","FIN4415","4415","LHR","EGLL","3","2023-06-08 21:25","GRU","SBGR",NA,695
"FI","ICE","FI455","ICE455","455","LHR","EGLL","2","2023-06-08 21:25","KEF","BIKF",NA,195
"BA","BAW","BA109","BAW109","109","LHR","EGLL","5","2023-06-08 21:30","DXB","OMDB",NA,420
"LO","LOT","LO4513","LOT4513","4513","LHR","EGLL","2","2023-06-08 21:30","BOM","VABB",NA,530
"UL","ALK","UL504","ALK504","504","LHR","EGLL","3","2023-06-08 21:30","CMB","VCBI",NA,645
"SQ","SIA","SQ5651","SIA5651","5651","LHR","EGLL","4","2023-06-08 21:35","KUL","WMKK",NA,795
"TG","THA","TG6383","THA6383","6383","LHR","EGLL","2","2023-06-08 21:35","BKK","VTBS",NA,690
"AI","AIC","AI166","AIC166","166","LHR","EGLL","2","2023-06-08 21:45","DEL","VIDP",NA,505
"UK","VTI","UK16","VTI16","16","LHR","EGLL","3","2023-06-08 21:50","BOM","VABB",NA,520
"BA","BAW","BA7014","BAW7014","7014","LHR","EGLL","4","2023-06-08 21:55","DOH","OTHH",NA,405
"QR","QTR","QR9794","QTR9794","9794","LHR","EGLL","5","2023-06-08 21:55","MAN","EGCC",NA,65
"EY","ETD","EY26","ETD26","26","LHR","EGLL","4","2023-06-08 21:55","AUH","OMAA",NA,410
"BA","BAW","BA251","BAW251","251","LHR","EGLL","5","2023-06-08 21:55","SCL","SCEL",NA,875
"VS","VIR","VS378","VIR378","378","LHR","EGLL","3","2023-06-08 21:55","ISB","OPIS",NA,480
"MH","MAS","MH9848","MAS9848","9848","LHR","EGLL","5","2023-06-08 22:00","GLA","EGPF",NA,80
