"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"DL","DAL","DL1596","DAL1596","1596","LAX","KLAX","TBIT","2023-06-08 16:45","LAS","KLAS",NA,77
"BA","BAW","BA280","BAW280","280","LAX","KLAX","TBIT","2023-06-08 17:05","LHR","EGLL",NA,625
"UA","UAL","UA8861","UAL8861","8861","LAX","KLAX","TBIT","2023-06-08 17:10","MUC","EDDM",NA,665
"Y4","VOI","Y4345","VOI345","345","LAX","KLAX","TBIT","2023-06-08 17:11","GDL","MMGL",NA,192
"NH","ANA","NH125","ANA125","125","LAX","KLAX","TBIT","2023-06-08 17:15","HND","RJTT",NA,700
"AF","AFR","AF9275","AFR9275","9275","LAX","KLAX","TBIT","2023-06-08 17:55","LHR","EGLL",NA,620
"HA","HAL","HA9","HAL9","9","LAX","KLAX","TBIT","2023-06-08 18:00","HNL","PHNL",NA,350
"FJ","FJI","FJ5081","FJI5081","5081","LAX","KLAX","TBIT","2023-06-08 18:03","AUS","KAUS",NA,187
"QR","QTR","QR9366","QTR9366","9366","LAX","KLAX","TBIT","2023-06-08 18:13","LHR","EGLL",NA,637
"AS","ASA","AS4558","ASA4558","4558","LAX","KLAX","TBIT","2023-06-08 18:15","SAT","KSAT",NA,170
"VS","VIR","VS6789","VIR6789","6789","LAX","KLAX","TBIT","2023-06-08 18:20","CDG","LFPG",NA,650
"PK","PIA","PK5010","PIA5010","5010","LAX","KLAX","TBIT","2023-06-08 18:35","IST","LTFM",NA,780
"AF","AFR","AF8927","AFR8927","8927","LAX","KLAX","TBIT","2023-06-08 18:40","MEM","KMEM",NA,223
"WS","WJA","WS6144","WJA6144","6144","LAX","KLAX","TBIT","2023-06-08 19:02","MEX","MMMX",NA,233
"Y4","VOI","Y4913","VOI913","913","LAX","KLAX","TBIT","2023-06-08 19:11","GDL","MMGL",NA,192
"LX","SWR","LX41","SWR41","41","LAX","KLAX","TBIT","2023-06-08 19:25","ZRH","LSZH",NA,675
"TX","FWI","TX6731","FWI6731","6731","LAX","KLAX","TBIT","2023-06-08 19:45","ORY","LFPO",NA,650
"VS","VIR","VS3071","VIR3071","3071","LAX","KLAX","TBIT","2023-06-08 19:47","SEA","KSEA",NA,165
"AS","ASA","AS7714","ASA7714","7714","LAX","KLAX","TBIT","2023-06-08 19:55","BCN","LEBL",NA,705
