"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"UA","UAL","UA9882","UAL9882",9882,"LAX","KLAX","TBIT","2023-06-09 15:05","VIE","LOWW",NA,685
"EY","ETD","EY2919","ETD2919",2919,"LAX","KLAX","TBIT","2023-06-09 15:10","FCO","LIRF",NA,710
"VS","VIR","VS6779","VIR6779",6779,"LAX","KLAX","TBIT","2023-06-09 15:25","CDG","LFPG",NA,650
"AM","AMX","AM7660","AMX7660",7660,"LAX","KLAX","TBIT","2023-06-09 15:40","LHR","EGLL",NA,620
"AA","AAL","AA6935","AAL6935",6935,"LAX","KLAX","TBIT","2023-06-09 15:45","LHR","EGLL",NA,625
"CI","CAL","CI5","CAL5",5,"LAX","KLAX","TBIT","2023-06-09 16:20","TPE","RCTP",NA,835
"BA","BAW","BA4834","BAW4834",4834,"LAX","KLAX","TBIT","2023-06-09 16:30","DFW","KDFW",NA,190
"AA","AAL","AA7223","AAL7223",7223,"LAX","KLAX","TBIT","2023-06-09 16:30","PPT","NTAA",NA,490
"MH","MAS","MH9734","MAS9734",9734,"LAX","KLAX","TBIT","2023-06-09 16:35","DOH","OTHH",NA,955
"LO","LOT","LO22","LOT22",22,"LAX","KLAX","TBIT","2023-06-09 16:35","WAW","EPWA",NA,695
"EK","UAE","EK216","UAE216",216,"LAX","KLAX","TBIT","2023-06-09 16:40","DXB","OMDB",NA,950
"DL","DAL","DL1596","DAL1596",1596,"LAX","KLAX","TBIT","2023-06-09 16:45","LAS","KLAS",NA,77
"VS","VIR","VS6849","VIR6849",6849,"LAX","KLAX","TBIT","2023-06-09 16:55","AMS","EHAM",NA,615
"CX","CPA","CX7813","CPA7813",7813,"LAX","KLAX","TBIT","2023-06-09 17:00","SCL","SCEL",NA,635
"LH","DLH","LH453","DLH453",453,"LAX","KLAX","TBIT","2023-06-09 17:10","MUC","EDDM",NA,665
"Y4","VOI","Y4345","VOI345",345,"LAX","KLAX","TBIT","2023-06-09 17:11","GDL","MMGL",NA,192
"NH","ANA","NH125","ANA125",125,"LAX","KLAX","TBIT","2023-06-09 17:15","HND","RJTT",NA,700
"IB","IBE","IB7438","IBE7438",7438,"LAX","KLAX","TBIT","2023-06-09 17:05","LHR","EGLL",35,625
"VS","VIR","VS142","VIR142",142,"LAX","KLAX","TBIT","2023-06-09 17:55","LHR","EGLL",NA,620
"BA","BAW","BA4266","BAW4266",4266,"LAX","KLAX","TBIT","2023-06-09 18:00","MAD","LEMD",NA,665
"B6","JBU","B65809","JBU5809",5809,"LAX","KLAX","TBIT","2023-06-09 18:00","HNL","PHNL",NA,350
"HA","HAL","HA61","HAL61",61,"LAX","KLAX","TBIT","2023-06-09 11:00","KOA","PHKO",420,340
"FJ","FJI","FJ5081","FJI5081",5081,"LAX","KLAX","TBIT","2023-06-09 18:03","AUS","KAUS",NA,187
"AY","FIN","AY4013","FIN4013",4013,"LAX","KLAX","TBIT","2023-06-09 18:13","LHR","EGLL",NA,637
"AS","ASA","AS4558","ASA4558",4558,"LAX","KLAX","TBIT","2023-06-09 18:15","SAT","KSAT",NA,170
"VS","VIR","VS6789","VIR6789",6789,"LAX","KLAX","TBIT","2023-06-09 18:20","CDG","LFPG",NA,650
