"airline_iata","airline_icao","flight_iata","flight_icao","flight_number","dep_iata","dep_icao","dep_terminal","dep_time","arr_iata","arr_icao","delayed","duration"
"MH","MAS","MH9794","MAS9794","9794","LAX","KLAX","TBIT","2023-06-08 14:45","DOH","OTHH",NA,945
"AA","AAL","AA8414","AAL8414","8414","LAX","KLAX","TBIT","2023-06-08 14:25","KIX","RJBB",18,750
"AV","AVA","AV641","AVA641","641","LAX","KLAX","TBIT","2023-06-08 14:45","GUA","MGGT",NA,290
"AZ","ITY","AZ621","ITY621","621","LAX","KLAX","TBIT","2023-06-08 15:10","FCO","LIRF",NA,710
"AI","AIC","AI7205","AIC7205","7205","LAX","KLAX","TBIT","2023-06-08 14:20","NRT","RJAA",33,690
"OS","AUA","OS82","AUA82","82","LAX","KLAX","TBIT","2023-06-08 15:05","VIE","LOWW",18,685
"AF","AFR","AF65","AFR65","65","LAX","KLAX","TBIT","2023-06-08 15:25","CDG","LFPG",14,650
"LH","DLH","LH457","DLH457","457","LAX","KLAX","TBIT","2023-06-08 15:00","FRA","EDDF",53,640
"Y4","VOI","Y4995","VOI995","995","LAX","KLAX","TBIT","2023-06-08 12:57","MEX","MMMX",177,233
"AA","AAL","AA6935","AAL6935","6935","LAX","KLAX","TBIT","2023-06-08 15:45","LHR","EGLL",NA,625
"AF","AFR","AF6757","AFR6757","6757","LAX","KLAX","TBIT","2023-06-08 15:40","LHR","EGLL",25,620
"MX","MXY","MX503","MXY503","503","LAX","KLAX","TBIT","2023-06-08 12:20","JAX","KJAX",240,280
"G4","AAY","G4787","AAY787","787","LAX","KLAX","TBIT","2023-06-08 16:12","XNA","KXNA",NA,190
"AA","AAL","AA2833","AAL2833","2833","LAX","KLAX","TBIT","2023-06-08 16:30","DFW","KDFW",NA,190
"EK","UAE","EK216","UAE216","216","LAX","KLAX","TBIT","2023-06-08 16:40","DXB","OMDB",NA,950
"AA","AAL","AA7223","AAL7223","7223","LAX","KLAX","TBIT","2023-06-08 16:30","PPT","NTAA",85,490
"MH","MAS","MH9734","MAS9734","9734","LAX","KLAX","TBIT","2023-06-08 16:35","DOH","OTHH",NA,955
"AM","AMX","AM3668","AMX3668","3668","LAX","KLAX","TBIT","2023-06-08 16:45","LAS","KLAS",13,77
"Y4","VOI","Y4345","VOI345","345","LAX","KLAX","TBIT","2023-06-08 17:11","GDL","MMGL",NA,192
