"airline_name","airport_name","dep_iata","dep_time","top_airports","top_airlines","destination"
"Delta Air Lines","Amsterdam Airport Schiphol","YYZ","2023-06-14 17:00",1,16,"International"
"SAS","Copenhagen Airport","YYZ","2023-06-14 17:00",1,1,"International"
"Lufthansa","Ottawa Macdonald-Cartier International Airport","YYZ","2023-06-14 17:10",11,8,"Domestic"
"Lufthansa Cargo","Ottawa Macdonald-Cartier International Airport","YYZ","2023-06-14 17:10",11,8,"Domestic"
"Air Canada","La Guardia Airport","YYZ","2023-06-14 17:10",19,75,"International"
"Avianca","Aeropuerto Internacional El Salvador","YYZ","2023-06-14 17:15",1,3,"International"
"Endeavor Air","La Guardia Airport","YYZ","2023-06-14 17:15",19,3,"International"
"American Airlines","Dallas/Fort Worth International Airport","YYZ","2023-06-14 17:28",5,7,"International"
"Croatia Airlines","Munich International Airport","YYZ","2023-06-14 17:30",1,2,"International"
"Sunwing Airlines","Jardines del Rey Airport","YYZ","2023-06-14 17:30",2,4,"International"
"SkyWest Airlines","Chicago O'Hare International Airport","YYZ","2023-06-14 17:30",12,3,"International"
